tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,°C
1,2018-07-26 14:56,18.93,2.65,0,0.04,1.59,21.61,83.87,0.28,24.7
2,2018-07-26 14:56,32.5,1.4,0,0,1.68,33.9,83.7,0.29,24.78
3,2018-07-26 14:56,18.82,1.14,0,0.13,1.31,20.08,84.28,0.28,25.22
4,2018-07-26 14:56,35.29,0.62,0,0.88,1.27,36.79,82.9,0.29,25.38
5,2018-07-26 14:56,17.92,0.28,0,0.81,1.42,19,84.31,0.28,25.42
6,2018-07-26 14:56,16.24,1.28,0,0.79,1.28,18.3,83.18,0.3,25.47
7,2018-07-26 14:56,22.9,0.41,0,0.15,1.3,23.46,84.41,0.29,25.49
8,2018-07-26 14:56,12.65,1.05,1.02,0,1.36,14.72,84.77,0.28,25.61
9,2018-07-26 14:56,12.7,0.07,0,0.99,1.2,13.76,85.34,0.28,25.7
10,2018-07-26 14:56,10.14,0.74,0,1.01,1.36,11.88,82.93,0.28,25.85
11,2018-07-26 14:56,14.14,0.77,0,0.35,1.88,15.26,85,0.28,25.92
12,2018-07-26 14:56,28.34,0.59,0,0.35,1.45,29.28,84.61,0.29,25.93
13,2018-07-26 14:56,21.5,0,3.51,0.59,1.31,25.6,84.94,0.27,26.02
14,2018-07-26 14:56,9.24,0.76,3.12,0,1.3,13.13,86.15,0.27,26.09
15,2018-07-26 14:56,28.43,0.18,0,0.82,1.41,29.42,85.06,0.27,26.23
16,2018-07-26 14:56,21.98,0,0,0.77,1.19,22.75,85.24,0.28,26.26
17,2018-07-26 14:56,12.51,0.39,0,0.22,0.9,13.11,86.15,0.27,26.21
18,2018-07-26 14:56,7.99,0.68,0.78,0.2,1.6,9.64,86.16,0.27,26.24
19,2018-07-26 14:56,36.84,0.71,0,0.19,1.19,37.74,84.12,0.28,26.34
20,2018-07-26 14:56,14.07,1.86,0,0.52,1.33,16.45,85.84,0.29,26.36
21,2018-07-26 14:56,18.05,1.03,0,0.18,1.75,19.25,85.67,0.28,26.34
22,2018-07-26 14:56,28.95,1.47,0,0.68,1.93,31.1,84.78,0.28,26.27
23,2018-07-26 14:56,13.07,0.6,0,0.51,1.4,14.18,86.84,0.28,26.41
24,2018-07-26 14:56,29.9,0.15,0,0.69,1.66,30.74,83.66,0.29,26.39
25,2018-07-26 14:56,21.8,1.92,0,0.51,1.53,24.23,85.27,0.27,26.45
26,2018-07-26 14:56,14.23,2.24,0,0.77,1.65,17.24,84.72,0.28,26.44
27,2018-07-26 14:56,17.64,1.08,0,0.91,1.57,19.63,85.22,0.28,26.47
28,2018-07-26 14:56,7.68,0.99,0,0.31,1.37,8.98,86.58,0.28,26.6
29,2018-07-26 14:56,25.86,1.07,0,0.32,1.32,27.25,86.2,0.28,26.47
30,2018-07-26 14:56,18.72,1.35,0,0.77,1.54,20.84,86,0.27,26.52
31,2018-07-26 14:56,8.46,0.51,0,0.61,1.4,9.57,86.15,0.28,26.54
32,2018-07-26 14:56,29.66,0.66,0,0.58,1.57,30.89,84.89,0.26,26.59
33,2018-07-26 14:56,11.41,0,1.45,0.45,1.09,13.31,86.16,0.27,26.58
34,2018-07-26 14:56,19.34,0.16,0,0.91,1.42,20.41,85.96,0.27,26.58
35,2018-07-26 14:56,35.19,0.99,0,0.4,1.68,36.57,83.37,0.27,26.68
36,2018-07-26 14:56,15.18,0.45,0,0.35,1.49,15.98,85.57,0.27,26.64
37,2018-07-26 14:56,23.74,3.71,1.73,0,2.06,29.18,85.07,0.27,26.7
38,2018-07-26 14:56,28.54,1.16,0,0.42,1.76,30.12,84.3,0.28,26.61
39,2018-07-26 14:56,18.76,1.67,0,0.5,1.89,20.93,85.9,0.27,26.62
40,2018-07-26 14:56,16.14,1.57,0,0.54,1.8,18.25,85.84,0.29,26.71
41,2018-07-26 14:56,16.81,0.74,0,0.46,1.07,18.01,85.57,0.27,26.68
42,2018-07-26 14:56,15.6,0.26,0,0.72,1.24,16.58,85.45,0.27,26.73
43,2018-07-26 14:56,16.37,0.76,0,0.77,1.54,17.9,85.53,0.28,26.68
44,2018-07-26 14:56,5.38,0.35,0,1.14,1.65,6.88,86.62,0.27,26.68
45,2018-07-26 14:56,6.58,1.38,0,0.13,1.32,8.08,86.11,0.29,26.69
46,2018-07-26 14:56,16.76,0,3.84,1.9,1.66,22.51,85.05,0,26.72
47,2018-07-26 14:56,12.33,0.89,0,0.49,1.49,13.71,85.5,0.27,26.78
48,2018-07-26 14:56,22.63,0.89,0,0.86,1.39,24.38,85.14,0.27,26.77
