tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample,Green Algae,Bluegreen,Diatoms,Cryptophyta,#4,#5,#6,Yellow substances,Total cell count,Trans. 700 nm,LED 3 [525 nm],LED 4 [570 nm],LED 5 [610 nm],LED 6 [370 nm],LED 7 [590 nm],LED 8 [470 nm],Pressure,Temp. LEDs,Temp. Sensor
,date,?g/l,?g/l,?g/l,?g/l,r.u.,?g/l,%,m,?C,cells/ml,cells/ml,cells/ml,cells/ml,cells/ml,cells/ml,cells/ml,r.u.,cells/ml,digits,digits,digits,digits,digits,digits,digits,bar,?C,?C
1,2018-08-29 19:30,27.13,3.4,0,0,1.55,30.53,81.37,0.2,22.63,14378,3401,0,0,0,0,0,0,17779,497.82,21.26,8.84,27.64,57.91,33.31,92.18,1.02,22.38,22.74
2,2018-08-29 19:30,56.83,0.96,0,0.11,1.79,57.91,77.5,0.21,22.77,30122,965,0,3,0,0,0,0,31090,474.14,32.09,15.37,34.79,99.57,46.04,177.31,1.02,23.38,22.95
3,2018-08-29 19:30,20.77,1.41,0,0.82,1.14,22.99,83.85,0.2,22.78,11007,1411,0,24,0,0,0,0,12443,512.95,18.58,7.58,18.97,44.71,25.42,73.6,1.02,23.79,23.17
4,2018-08-29 19:30,45.13,0.31,0,1.06,1.35,46.51,80.46,0.21,22.96,23919,315,0,32,0,0,0,0,24266,492.25,30.18,10.13,30.09,79.68,38.69,144.57,1.02,24.03,23.34
5,2018-08-29 19:30,56.75,0,0,0,0.91,56.75,78.39,0.18,23,30078,0,0,0,0,0,0,0,30078,479.57,31.22,10.6,29.27,86.75,39.45,168.69,1.02,24.37,23.38
6,2018-08-29 19:30,19.12,0.34,0,0.93,1.81,20.39,82.74,0.2,23.11,10133,339,0,28,0,0,0,0,10501,506.17,19.1,6.83,15.83,50.02,20.96,75.73,1.02,24.58,23.62
7,2018-08-29 19:30,48.03,1.33,0,0,2.04,49.36,78.91,0.18,23.22,25453,1330,0,0,0,0,0,0,26784,482.72,27.02,11.87,31.76,91.02,41.33,154.75,1.02,24.61,23.79
8,2018-08-29 19:30,7.73,0.73,0.5,0,0.98,8.96,85.23,0.19,23.31,4096,729,225,0,0,0,0,0,5050,521.39,9.55,3.06,8.45,23.82,10.09,33.49,1.02,24.8,23.96
9,2018-08-29 19:30,9.02,0.53,3.32,0,1.14,12.87,85.34,0.2,23.36,4780,534,1495,0,0,0,0,0,6809,522.06,15.9,3.48,10.03,31.95,13.6,49.06,1.02,24.83,24.04
10,2018-08-29 19:30,22.97,0.13,0,0.2,1.69,23.29,83.34,0.19,23.45,12173,126,0,6,0,0,0,0,12305,509.86,16.63,7.37,14.14,52.16,20.13,81.8,1.02,24.83,24.23
11,2018-08-29 19:30,38.03,0.24,0,0.25,2.11,38.53,81.68,0.21,23.5,20156,243,0,8,0,0,0,0,20407,499.72,24.91,9.55,23.19,77.67,31.41,128.3,1.02,25.02,24.51
12,2018-08-29 19:30,40.78,1.15,0,0.21,1.4,42.14,79.69,0.19,23.59,21611,1148,0,6,0,0,0,0,22765,487.51,25.13,9.26,26.6,73.35,36.41,129.2,1.02,25,24.5
13,2018-08-29 19:30,49.63,0.88,0,0.14,1.13,50.64,80.09,0.18,23.65,26303,879,0,4,0,0,0,0,27186,489.98,28.36,9.21,31.17,81.6,40.04,150.94,1.02,25.05,24.75
14,2018-08-29 19:30,13.97,0.93,3.23,0.02,1.01,18.15,84.55,0.17,23.76,7406,929,1453,1,0,0,0,0,9788,517.26,18.12,5.45,14.3,37.17,17.83,61.42,1.02,25.11,24.88
15,2018-08-29 19:30,57.76,2.64,0,0,2.37,60.41,78.23,0.19,23.8,30615,2645,0,0,0,0,0,0,33260,478.6,34.33,16.48,41.9,108.94,52.38,185.52,1.02,25.18,25.03
16,2018-08-29 19:30,6.84,0,0,0.76,1.29,7.6,84.96,0.2,23.83,3627,0,0,23,0,0,0,0,3650,519.78,11.4,4.96,7.2,26.49,9.71,35.48,1.02,25.22,25.26
17,2018-08-29 19:30,16.13,0,0,0.25,1.08,16.38,84.88,0.19,23.91,8550,0,0,7,0,0,0,0,8558,519.3,12.95,3.01,10.01,35.35,14.56,57.09,1.02,25.34,25.24
18,2018-08-29 19:30,15.75,0.11,0,0,1.84,15.86,84.91,0.18,23.94,8350,106,0,0,0,0,0,0,8455,519.47,13.67,4.31,10.76,43.67,13.61,62.19,1.02,25.33,25.45
19,2018-08-29 19:30,36.61,4.64,0,0.74,1.77,42,77.52,0.21,23.97,19406,4642,0,22,0,0,0,0,24070,474.27,30.34,11.73,37.37,75.68,49.42,124.65,1.02,25.31,25.58
20,2018-08-29 19:30,23.73,0,7.76,1.4,1.88,32.89,81.46,0.18,24.05,12575,0,3490,42,0,0,0,0,16108,498.37,38.39,10.62,22.29,70.4,33.08,120.35,1.02,25.49,25.68
21,2018-08-29 19:30,30.77,0.18,0,0.39,1.58,31.35,83.41,0.2,24.14,16310,180,0,12,0,0,0,0,16502,510.26,21.2,7.5,19.71,61.66,25.94,103.49,1.02,25.44,25.8
22,2018-08-29 19:30,19.17,0.2,0,0.89,1.83,20.26,85.58,0.18,24.16,10160,198,0,27,0,0,0,0,10384,523.54,18.8,7.68,15.68,50.09,19.8,75.73,1.02,25.6,25.99
23,2018-08-29 19:30,21.73,0.11,0,0.82,1.43,22.66,84.68,0.2,24.21,11518,107,0,25,0,0,0,0,11650,518.06,18.72,6.54,16.31,48.47,20.69,78.69,1.02,25.53,26.06
24,2018-08-29 19:30,15.48,0.98,0,0,1.9,16.47,83.34,0.21,24.16,8205,984,0,0,0,0,0,0,9189,509.88,13.71,6.64,13.06,44.83,17.1,62.22,1.02,25.56,26.2
