tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,°C
1,2018-06-27 16:25,9.61,0.66,0,0.4,1.46,10.68,85.11,0.26,23.81
2,2018-06-27 16:25,1.3,0.83,0,0.48,1.59,2.61,85.59,0.28,23.85
3,2018-06-27 16:25,7.95,0.67,0.24,0.63,1.64,9.48,86.68,0.27,23.91
4,2018-06-27 16:25,13.1,1.06,0,0.49,1.73,14.65,85.47,0.25,24.03
5,2018-06-27 16:25,13.08,0.52,0.97,0,1.39,14.57,84.06,0.27,24
6,2018-06-27 16:25,11.67,0.45,0,0.33,1.3,12.46,84.37,0.27,24.14
7,2018-06-27 16:25,5.67,0.08,0,0.89,1.72,6.64,87.25,0.26,24.12
8,2018-06-27 16:25,9.1,0.76,0,0.25,1.46,10.11,85.21,0.26,24.15
9,2018-06-27 16:25,2.37,0.66,0.43,0.08,1.36,3.55,86.38,0.25,24.23
10,2018-06-27 16:25,8.79,0,0,1.1,1.31,9.89,85.94,0.25,24.35
11,2018-06-27 16:25,8.78,0.62,0.15,0.24,1.29,9.79,85.09,0.25,24.39
12,2018-06-27 16:25,4.2,0.95,0,0.48,1.61,5.63,85.79,0.24,24.48
13,2018-06-27 16:25,8.75,1.09,0,0.46,1.43,10.29,84.15,0.25,24.51
14,2018-06-27 16:25,4.26,0,1.23,0.87,1.15,6.36,85.26,0.26,24.53
15,2018-06-27 16:25,5.88,1.15,0.77,0.25,1.57,8.05,85.54,0.25,24.67
16,2018-06-27 16:25,3.68,1.16,0,0.78,1.76,5.61,86.62,0.25,24.68
17,2018-06-27 16:25,5.51,1.07,0,0.58,1.51,7.15,85.31,0.25,24.73
18,2018-06-27 16:25,6.25,0.41,0,0.59,1.74,7.25,85.72,0.25,24.73
19,2018-06-27 16:25,9.14,0.63,0,0.49,1.33,10.26,85.08,0.25,24.82
20,2018-06-27 16:25,4.43,1.56,0,0.26,1.61,6.24,85.59,0.25,24.78
21,2018-06-27 16:25,4.47,0.32,0,0.64,1.44,5.43,85.23,0.26,24.82
22,2018-06-27 16:25,4.58,0,4.01,0.75,1.54,9.33,86.07,0.24,24.85
23,2018-06-27 16:25,5.77,0.69,0,0.24,1.16,6.69,85.6,0.24,24.95
24,2018-06-27 16:25,4.15,0.97,0,0.47,1.64,5.58,85.54,0.24,25
25,2018-06-27 16:25,6.22,0,4.82,0.28,1.19,11.32,86.76,0.24,25.06
26,2018-06-27 16:25,6.27,0,0,1.36,1.57,7.63,85.23,0.25,25.07
27,2018-06-27 16:25,9.72,0.8,0,0.2,1.41,10.72,84.86,0.24,25.1
28,2018-06-27 16:25,2.97,1.31,0,0.32,1.44,4.6,86.11,0.26,25.1
29,2018-06-27 16:25,3.51,0.22,0,0.92,1.26,4.64,86.65,0.24,25.13
30,2018-06-27 16:25,2.7,0.67,0.17,0.4,1.28,3.93,86.15,0.25,25.12
31,2018-06-27 16:25,1.21,1.18,0,0.67,1.82,3.06,86.93,0.25,25.04
32,2018-06-27 16:25,5.08,0.93,0.3,0.05,1.3,6.37,86.19,0.23,25.1
33,2018-06-27 16:25,1.8,0.69,0,0.44,1.49,2.93,86.43,0.26,25.15
34,2018-06-27 16:25,7.37,0.03,0,1.04,1.26,8.44,86.34,0.25,25.24
35,2018-06-27 16:25,5.84,1.42,0,0.25,1.54,7.51,85.42,0.25,25.22
36,2018-06-27 16:25,5.86,1.56,0,0.2,1.56,7.62,85.05,0.24,25.28
37,2018-06-27 16:25,4.67,0.44,0,0.58,1.34,5.69,87.23,0.25,25.25
38,2018-06-27 16:25,6.04,0.72,0,0.58,1.56,7.34,85.73,0.26,25.35
39,2018-06-27 16:25,7.5,1.22,0,0.85,1.52,9.57,85.52,0.25,25.35
40,2018-06-27 16:25,3.5,1.84,0,0.97,1.65,6.31,85.16,0.25,25.38
41,2018-06-27 16:25,2.96,0.36,0,0.89,1.29,4.21,83.44,0.26,25.33
42,2018-06-27 16:25,0.39,0.25,0,0.51,1.34,1.14,85.39,0.24,25.37
43,2018-06-27 16:25,5.39,0.79,0,0.27,1.43,6.45,86.37,0.26,25.33
44,2018-06-27 16:25,2.2,0.27,0,0.79,1.41,3.26,88.43,0.25,25.45
45,2018-06-27 16:25,5.66,0.61,0,0.3,1.25,6.58,86.43,0.24,25.37
46,2018-06-27 16:25,1.39,0.18,0,0.82,1.42,2.39,87.71,0.26,25.49
47,2018-06-27 16:25,9.59,0,2.39,1.02,1.14,12.99,86.29,0.25,25.53
48,2018-06-27 16:25,7.77,0.2,0,0.37,1.16,8.34,86.43,0.25,25.54
