tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,¡C
1,2018-06-26 10:38,12.32,0.39,0,0.32,1.32,13.03,84.51,0.31,23.8
2,2018-06-26 10:38,3.09,0.67,0,0.41,1.29,4.17,84.78,0.3,23.68
3,2018-06-26 10:38,10.51,0.58,0,0.25,1.41,11.34,84.51,0.3,23.88
4,2018-06-26 10:38,15.16,0.4,0,0.47,1.63,16.03,84.06,0.31,23.92
5,2018-06-26 10:38,20.57,0,0,0.19,1.41,20.75,83.98,0.3,24.01
6,2018-06-26 10:38,16.33,0.24,0,0,1.05,16.57,83.94,0.32,24.07
7,2018-06-26 10:38,6.27,0.43,0,0.44,1.43,7.13,84.3,0.3,24.11
8,2018-06-26 10:38,9.18,0.16,0,0.65,1.32,9.99,84.68,0.31,24.31
9,2018-06-26 10:38,3.19,0.78,0,0,1.22,3.98,85.5,0.31,24.22
10,2018-06-26 10:38,7.8,0,1.44,0.66,1.16,9.9,84.93,0.3,24.26
11,2018-06-26 10:38,8.11,0.41,0,0.15,1.27,8.68,85.36,0.31,24.33
12,2018-06-26 10:38,4.92,1.25,0,0.66,1.6,6.84,84.41,0.3,24.44
13,2018-06-26 10:38,10.29,1.04,0,0.21,1.28,11.54,84.85,0.3,24.44
14,2018-06-26 10:38,2.82,0,1.08,0.65,1.23,4.55,85.42,0.31,24.49
15,2018-06-26 10:38,7.51,0.88,0,0.14,1.52,8.53,85.17,0.3,24.44
16,2018-06-26 10:38,5.73,0.78,0,0.65,1.47,7.17,84.76,0.3,24.53
17,2018-06-26 10:38,5.86,0.78,0,0.54,1.32,7.18,84.57,0.31,24.5
18,2018-06-26 10:38,10.22,0.39,0,0,1.33,10.61,85.07,0.31,24.63
19,2018-06-26 10:38,9.28,0.71,0.26,0,1.27,10.25,84.59,0.3,24.62
20,2018-06-26 10:38,4.21,1.15,0.16,0.35,1.35,5.87,85.57,0.32,24.63
21,2018-06-26 10:38,5.41,0.87,0,0.31,1.5,6.6,84.96,0.32,24.54
22,2018-06-26 10:38,17.31,0,0,0,0.23,17.31,83.81,0.3,24.63
23,2018-06-26 10:38,5.64,0,6.73,0.19,1.71,12.56,85.76,0.3,24.73
24,2018-06-26 10:38,4.36,0.94,0.81,0,1.3,6.11,85.18,0.31,24.63
25,2018-06-26 10:38,4.62,0,5.25,0.29,1.27,10.15,86.07,0.3,24.76
26,2018-06-26 10:38,8.46,0.16,0,0.65,1.38,9.27,85.25,0.31,24.72
27,2018-06-26 10:38,10.28,0.65,0,0.17,1.35,11.1,84.71,0.3,24.81
28,2018-06-26 10:38,2.15,0.68,0.05,0.4,1.26,3.27,85.74,0.32,24.82
29,2018-06-26 10:38,5.28,0.31,0,0.49,0.97,6.07,85.88,0.31,24.84
30,2018-06-26 10:38,2.81,0.87,0,0.39,1.18,4.08,86.14,0.31,24.82
31,2018-06-26 10:38,3.46,0.98,0,0.42,1.36,4.86,85.63,0.3,24.83
32,2018-06-26 10:38,5.33,0.54,0,0.22,1.3,6.09,85.38,0.31,24.76
33,2018-06-26 10:38,2.93,0.55,0.19,0.34,1.29,4.01,85.66,0.31,24.82
34,2018-06-26 10:38,6.48,0.8,0.08,0.25,1.22,7.61,85.66,0.3,24.89
35,2018-06-26 10:38,9.02,1.09,0,0.29,1.52,10.4,84.73,0.31,24.95
36,2018-06-26 10:38,5.2,1.28,0,0.29,1.55,6.76,85.06,0.3,25.01
37,2018-06-26 10:38,3.98,0.49,0.76,0.05,1.21,5.28,85.97,0.3,24.89
38,2018-06-26 10:38,6.97,0.38,0,0.59,1.39,7.94,85.23,0.31,25.05
39,2018-06-26 10:38,2.5,0.58,0.38,0,1.29,3.46,86.15,0.31,24.97
40,2018-06-26 10:38,5.23,1.58,0,0.47,1.36,7.28,84.94,0.3,25.07
41,2018-06-26 10:38,3.86,0.4,0,0.58,1.15,4.84,86.22,0.29,24.98
42,2018-06-26 10:38,1.64,0.69,0,0.13,1.19,2.47,86.58,0.3,25.08
43,2018-06-26 10:38,9.33,0.83,0,0.65,1.36,10.81,85.25,0.3,24.98
44,2018-06-26 10:38,5.57,0.35,0,0.7,1.24,6.62,86.16,0.31,25.06
45,2018-06-26 10:38,6.39,0.57,1.43,0,1.04,8.39,86.15,0.31,25
46,2018-06-26 10:38,1.54,0.3,0,0.56,1.2,2.39,86.06,0.3,25.04
47,2018-06-26 10:38,7.51,0,0,1.1,1.43,8.61,85.23,0.29,25.09
48,2018-06-26 10:38,6.22,0.11,0,0.34,1.28,6.67,86.16,0.33,25.11
