tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,°C
1,2018-08-09 13:11,17.25,1.95,0,0.9,1.36,20.11,83.66,0.24,27.37
2,2018-08-09 13:13,40.61,1.22,0,0.37,1.85,42.2,82.83,0.26,27.35
3,2018-08-09 13:15,13.76,0.04,1.18,1.12,1.1,16.1,86.42,0.24,27.52
4,2018-08-09 13:16,28.85,1.57,0,0.38,2.24,30.8,84.74,0.24,27.38
5,2018-08-09 13:17,22.87,0.47,0,0.15,2.02,23.49,83.22,0.25,27.34
6,2018-08-09 13:18,11.87,3.63,0,0.67,1.7,16.17,83.89,0.25,27.39
7,2018-08-09 13:19,14.42,0.4,0,0.48,1.17,15.3,86.13,0.23,27.38
8,2018-08-09 13:20,13.7,1.05,0,0.28,1.34,15.03,85.96,0.24,27.41
9,2018-08-09 13:21,7.77,0.96,0.59,0,1.39,9.32,87.22,0.25,27.34
10,2018-08-09 13:22,9.5,1.46,0,0.05,1.53,11.01,86.63,0.24,27.38
11,2018-08-09 13:23,19.93,0.34,0,0.68,2.05,20.96,85.92,0.24,27.42
12,2018-08-09 13:25,33.54,0.1,0,0.15,1.6,33.8,84.4,0.26,27.41
13,2018-08-09 13:26,27.05,1.16,0,0.64,1.73,28.85,85.28,0.24,27.48
14,2018-08-09 13:27,8.15,0.94,0,0.62,1.67,9.72,86.61,0.22,27.32
15,2018-08-09 13:29,30.35,1.62,0,0.1,1.87,32.07,84.01,0.25,27.4
16,2018-08-09 13:31,19.43,0,0,0.51,1.29,19.93,85.43,0.24,27.39
17,2018-08-09 13:32,21.26,0,0.87,0.28,1.13,22.41,86.44,0.24,27.35
18,2018-08-09 13:33,20.85,0.96,0,0,1.39,21.81,85.88,0.25,27.46
19,2018-08-09 13:34,47.09,1.32,0,0.05,1.53,48.46,82.1,0.25,27.32
20,2018-08-09 13:35,24.08,2.62,0,0.56,2.55,27.27,84.61,0.24,27.38
21,2018-08-09 13:36,28.28,1.27,0,0.01,1.84,29.56,85.25,0.26,27.35
22,2018-08-09 13:37,36.46,0.5,0,0.25,1.77,37.21,84.32,0.24,27.31
23,2018-08-09 13:37,22.3,1.18,0,0.59,1.46,24.07,85.51,0,27.27
24,2018-08-09 13:43,27.97,1.93,0,0,2.94,29.91,83.56,0.25,27.31
25,2018-08-09 13:46,33.94,1.7,0,1.56,2.76,37.2,87.05,0.24,27.28
26,2018-08-09 13:48,13.85,1.02,0,0.8,2.51,15.67,85.76,0.25,27.23
27,2018-08-09 13:49,33.37,1.63,0,0.22,1.78,35.21,84.37,0.21,27.22
28,2018-08-09 13:50,10.17,0.5,0,0.84,1.8,11.51,86.97,0.26,27.23
29,2018-08-09 13:51,27.02,1.75,0,0.31,2.18,29.08,85.32,0.26,27.28
30,2018-08-09 13:52,41.5,0.69,0,0,2.1,42.18,84.8,0.25,27.19
31,2018-08-09 13:53,21.48,0.22,0,0.5,1.23,22.2,86.09,0.25,27.26
32,2018-08-09 13:54,33.77,0.94,0,0.07,2.25,34.77,85.42,0.26,27.28
33,2018-08-09 13:55,19.6,0.17,0,0.75,1.44,20.52,86.92,0.24,27.22
34,2018-08-09 13:56,11.13,0.59,0.06,0.29,1.33,12.07,87.49,0.24,27.32
35,2018-08-09 13:58,34.12,1.58,0,0.82,1.58,36.52,83.31,0.24,27.25
36,2018-08-09 13:59,8.96,0.39,0,0.73,1.7,10.08,86.95,0.27,27.24
37,2018-08-09 14:00,24.55,1.57,0,0.34,1.81,26.47,86.29,0.25,27.19
38,2018-08-09 14:01,38.19,3.66,0,0.01,2.09,41.86,81.97,0.25,27.24
39,2018-08-09 14:02,35.08,0.77,0,0.71,1.85,36.57,84.37,0.24,27.21
40,2018-08-09 14:03,23.42,0.06,0,0.55,1.49,24.02,85.38,0.25,27.19
41,2018-08-09 14:04,10.72,0.17,0,0.68,1.12,11.56,87.6,0.25,27.19
42,2018-08-09 14:05,5.21,0.2,0.47,0.77,1.3,6.65,87.32,0.25,27.16
43,2018-08-09 14:06,7.65,0.72,0,0.54,1.68,8.9,87.03,0.24,27.1
44,2018-08-09 14:08,3.56,0.44,0,1.84,1.83,5.84,86.51,0.24,27.16
45,2018-08-09 14:09,12.06,0.24,0,0.96,1.54,13.26,86.84,0.24,27.15
46,2018-08-09 14:10,18.77,8.27,0,0.59,1.53,27.63,84,0.23,27.15
47,2018-08-09 14:12,8.99,0.57,0.25,1.01,1.32,10.81,87.67,0.26,27.13
48,2018-08-09 14:14,19.91,0.9,0,0.82,1.98,21.63,86.63,0.24,27.11
