tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,¡C
1,2018-06-20 13:30,4.56,0,0.76,0.51,1.14,5.82,85.57,0.24,23.76
2,2018-06-20 13:30,0.37,0.62,1.75,0,1.28,2.74,84.81,0.23,23.8
3,2018-06-20 13:30,7.26,0.64,0,0,1.1,7.9,84.95,0,23.89
4,2018-06-20 13:30,12.04,0.11,0,0.71,1.38,12.86,85.6,0.22,24.54
5,2018-06-20 13:30,27.52,0,0,0,1.38,27.52,84.78,0.23,24.61
6,2018-06-20 13:30,15.61,0,0.88,0.44,1.2,16.92,83.68,0.26,24.74
7,2018-06-20 13:30,4.42,0.82,0,0,1.3,5.24,85.44,0.23,24.81
8,2018-06-20 13:30,12.96,0,0,0.19,0.93,13.14,85.34,0.23,24.81
9,2018-06-20 13:30,2.02,0.97,0.63,0,1.11,3.63,85.18,0.23,24.82
10,2018-06-20 13:30,4.78,0.92,0,0.1,1.24,5.8,85.08,0.23,24.88
11,2018-06-20 13:30,16.24,0.03,0.09,0.33,0.94,16.68,84.37,0.25,24.89
12,2018-06-20 13:30,0.98,0.81,0,0.8,1.6,2.58,85.83,0.23,24.87
13,2018-06-20 13:30,6.56,0.3,0,0,1.53,6.86,85.11,0.23,25.03
14,2018-06-20 13:30,25.87,0,0,0,1.25,25.87,84.93,0,25.11
15,2018-06-20 13:30,1.48,0.28,0,0.53,1.4,2.29,85.54,0.21,25.08
16,2018-06-20 13:30,18.33,0,0,0.08,1.37,18.41,84.71,0.24,25.14
17,2018-06-20 13:30,2.68,0.54,0.93,0,1.27,4.15,85,0.23,25.15
18,2018-06-20 13:30,19.5,0.02,0,0,1.6,19.52,84.63,0.24,25.2
19,2018-06-20 13:30,4.13,0.6,0.68,0,1.03,5.41,85.53,0.22,25.21
20,2018-06-20 13:30,9.18,0.38,0,0,1.47,9.56,85.81,0.22,25.29
21,2018-06-20 13:30,8.64,0.69,0,0.5,1.37,9.83,85.42,0.22,25.38
22,2018-06-20 13:30,5.44,0,0,0.84,1.44,6.27,85.31,0.22,25.38
23,2018-06-20 13:30,3.18,0.41,0.52,0.52,1.03,4.62,85.45,0.23,25.32
24,2018-06-20 13:30,5.04,1.01,0,0.19,1.32,6.25,83.48,0.23,25.3
25,2018-06-20 13:30,2.24,0.59,0,0.01,1,2.84,86.17,0.21,25.38
26,2018-06-20 13:30,30.12,0,0,0,1.15,30.12,84.17,0.25,25.44
27,2018-06-20 13:30,5.16,1.21,0.2,0,1.3,6.58,85.61,0.25,25.6
28,2018-06-20 13:30,20.04,0,0,0.11,1.21,20.16,84.81,0.24,25.58
29,2018-06-20 13:30,1.65,0.48,0,0.25,1.13,2.38,85.76,0.23,25.6
30,2018-06-20 13:30,0,0.73,0.35,0.43,1.14,1.52,86.26,0.24,25.66
31,2018-06-20 13:30,0.42,0.75,1.81,0,1.29,2.97,85.72,0.24,25.71
32,2018-06-20 13:30,2.34,0,0,0.88,1.22,3.22,86.29,0.22,25.71
33,2018-06-20 13:30,5.11,1,0,0.18,1.35,6.29,85.42,0.21,25.74
34,2018-06-20 13:30,11.66,0,0,0.37,1.02,12.03,84.83,0.2,25.86
35,2018-06-20 13:30,13.36,0.74,0,0.17,1.54,14.28,84.28,0.22,25.87
36,2018-06-20 13:30,7.43,0.64,0.91,0,1.24,8.97,84.96,0.23,25.86
37,2018-06-20 13:30,0,0.23,2.41,0,0.94,2.63,86.12,0.24,25.85
38,2018-06-20 13:30,0.68,0.75,0,0.36,1.5,1.79,85.6,0.24,25.77
39,2018-06-20 13:30,0.71,1.07,0,0.13,1.42,1.91,85.94,0.24,25.94
40,2018-06-20 13:30,17.16,0,0,0,1.42,17.16,84.48,0.23,25.99
41,2018-06-20 13:30,4.63,0.34,0,0,0.98,4.98,85.88,0.22,25.95
42,2018-06-20 13:30,6.56,0.34,0,0,1.23,6.9,85.42,0.23,25.96
43,2018-06-20 13:30,7.57,0.55,0,0.44,1.37,8.56,85.58,0.23,25.98
44,2018-06-20 13:30,3.95,0.8,0,0.36,1.4,5.11,85.95,0.24,26.02
45,2018-06-20 13:30,14.18,0.46,0,0.04,1.01,14.68,85.41,0.21,26.05
46,2018-06-20 13:30,1.84,0.55,0.46,0,1.38,2.85,85.75,0.24,26.06
47,2018-06-20 13:30,7.87,0.02,0,0.48,1.34,8.36,84.81,0.23,26.05
48,2018-06-20 13:30,4.87,0.51,0,0.88,1.3,6.26,85.73,0.24,26.11
