tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,¡C
1,2018-06-18 14:13,2.78,0.58,1.04,0,1,4.4,85.21,0.24,23.66
2,2018-06-18 14:13,4.29,0.39,0,0.27,0.92,4.96,84.84,0.23,23.63
3,2018-06-18 14:13,5.87,0.17,0,0.64,1,6.69,84.58,0.21,23.78
4,2018-06-18 14:13,15.97,0,0,0,0.89,15.97,84.4,0.25,23.89
5,2018-06-18 14:13,30.53,0,0,0,1.36,30.53,83.7,0.22,23.92
6,2018-06-18 14:13,18.55,0,0,0,1,18.55,83.5,0.21,24.08
7,2018-06-18 14:13,4.38,0.06,0,0.37,0.82,4.81,85.69,0.23,24.18
8,2018-06-18 14:13,13.46,0,0,0,0.92,13.46,84.85,0.24,24.37
9,2018-06-18 14:13,3.59,0,0,0.36,0.8,3.95,85.52,0.21,24.31
10,2018-06-18 14:13,14.04,0,0,0,0.89,14.04,85.01,0.22,24.69
11,2018-06-18 14:13,23.47,0,0,0,1.15,23.47,84.25,0.22,24.74
12,2018-06-18 14:13,4.08,0.1,0,0.33,1.22,4.51,85.66,0.22,25.37
13,2018-06-18 14:13,13.65,0,0,0,1.24,13.65,85.09,0.2,25.38
14,2018-06-18 14:13,21.47,0,0,0,0.9,21.47,84.66,0.21,25.46
15,2018-06-18 14:13,6.96,0,0.33,0,1.03,7.29,85.67,0.21,25.53
16,2018-06-18 14:13,19.91,0.06,0,0,1.32,19.97,85.82,0.19,25.43
17,2018-06-18 14:13,7.99,0.15,0.16,0,0.8,8.3,85.09,0.2,25.47
18,2018-06-18 14:13,28.84,0,0,0,1.42,28.84,84.37,0.21,25.53
19,2018-06-18 14:13,0.76,0.62,1.15,0,1.09,2.54,84.9,0.2,25.47
20,2018-06-18 14:13,20.55,0,0,0,1.04,20.55,84.45,0.21,25.48
21,2018-06-18 14:13,7.84,0.27,0.12,0,1.29,8.23,85.81,0.2,25.63
22,2018-06-18 14:13,19.51,0,0,0.08,1.23,19.59,84.95,0.22,25.55
23,2018-06-18 14:13,6.08,0.12,0.18,0,1,6.38,86.04,0.2,25.53
24,2018-06-18 14:13,9.99,0,0,0.34,1.15,10.33,85.23,0.2,25.58
25,2018-06-18 14:13,0.7,0.63,0.91,0,1.15,2.24,86.29,0.19,25.64
26,2018-06-18 14:13,36.98,0,0,0,1.02,36.98,84.03,0.2,25.65
27,2018-06-18 14:13,7.3,0,0,0.39,0.96,7.69,85.73,0.2,25.7
28,2018-06-18 14:13,23.47,0,0,0,1.01,23.47,85.18,0.21,25.68
29,2018-06-18 14:13,4.34,0.57,0,0,0.94,4.91,86.12,0.2,25.84
30,2018-06-18 14:13,0.3,0.68,1.44,0,1.22,2.42,85.42,0.21,25.75
31,2018-06-18 14:13,12,0.09,0,0,1.23,12.09,84.96,0.21,25.84
32,2018-06-18 14:13,5.36,0.65,0,0,1.01,6,86.2,0.2,25.82
33,2018-06-18 14:13,10.68,0.15,0.23,0,1.02,11.06,85.71,0.21,25.82
34,2018-06-18 14:13,13.15,0,0,0.72,1.35,13.87,84.81,0.2,25.85
35,2018-06-18 14:13,22.18,0,0,0,1.27,22.18,84.42,0.19,25.88
36,2018-06-18 14:13,17.5,0,0,0.19,1.14,17.68,85.3,0.21,25.88
37,2018-06-18 14:13,3.17,0.13,0.93,0.18,1.02,4.41,86.21,0.2,25.9
38,2018-06-18 14:13,9.67,0.1,0,0,1.07,9.77,85.68,0.21,25.88
39,2018-06-18 14:13,9.53,0,1.69,0.32,1.02,11.54,83.59,0.2,25.92
40,2018-06-18 14:13,28.89,0,0,0,1.48,28.89,83.55,0.17,25.99
41,2018-06-18 14:13,2.58,0.04,0,0.3,1.05,2.93,86.86,0.19,25.9
42,2018-06-18 14:13,6.5,0.28,0,0.3,1.26,7.09,86,0.21,25.92
43,2018-06-18 14:13,17.54,0.17,0,0,1.57,17.71,84.85,0.2,25.97
44,2018-06-18 14:13,15.05,0.06,0,0.45,1.32,15.56,85.54,0.21,26.02
45,2018-06-18 14:13,20.1,0,0,0,0.83,20.1,85.33,0.2,26.03
46,2018-06-18 14:13,3.03,0,1.58,0.1,1,4.72,86.06,0.2,26
47,2018-06-18 14:13,13.95,0.14,0,0,0.95,14.09,85.69,0.19,26.08
48,2018-06-18 14:13,12.53,0.02,0,0.25,0.98,12.81,85.49,0.19,26.01
