tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,°C
1,2018-06-04 14:47,0.57,0.18,0.06,0,0.64,0.8,85.4,0.33,23.03
2,2018-06-04 14:50,0.14,0.01,0,0.01,0.6,0.15,85.41,0.28,23.18
3,2018-06-04 14:51,0.26,0.42,0,0,0.61,0.68,84.89,0.3,23.32
4,2018-06-04 14:52,0,0.26,0,0,0.63,0.26,85.32,0.27,23.42
5,2018-06-04 14:56,0,0.21,0,0,0.68,0.21,84.8,0.28,23.68
6,2018-06-04 14:57,0.36,0.02,0,0,0.62,0.38,85.41,0.29,23.67
7,2018-06-04 14:59,0.41,0.27,0,0,0.63,0.69,85.22,0.29,23.82
8,2018-06-04 15:01,0.06,0.23,0,0,0.61,0.29,85.36,0.28,23.89
9,2018-06-04 15:03,0,0,0.19,0,0.53,0.19,85.26,0.27,23.98
10,2018-06-04 15:03,0,0,0.25,0.12,0.57,0.37,85.55,0.27,24.02
11,2018-06-04 15:05,0.82,0.11,0.32,0.13,0.43,1.38,86.12,0.28,24.06
12,2018-06-04 15:06,0.19,0.56,0,0,0.64,0.75,85.36,0.29,24.22
13,2018-06-04 15:08,0.39,0.23,0,0,0.53,0.62,85.68,0.29,24.25
14,2018-06-04 15:10,0,0.47,0.87,0,0.53,1.35,85.76,0.29,24.27
15,2018-06-04 15:12,0.1,0.24,0,0,0.61,0.34,86.16,0.29,24.38
16,2018-06-04 15:13,0.28,0.19,0.38,0,0.52,0.84,85.62,0.28,24.36
17,2018-06-04 15:15,0,0.06,0.29,0,0.47,0.35,85.56,0.29,24.32
18,2018-06-04 15:16,0,0.06,0.26,0,0.62,0.32,85.74,0.29,24.39
19,2018-06-04 15:18,0,0.04,0,0,0.75,0.04,85.7,0.27,24.46
20,2018-06-04 15:20,0,0,0.69,0,0.48,0.69,86.03,0,24.54
21,2018-06-04 15:21,0.64,0.37,0,0,0.45,1,85.88,0.28,24.6
22,2018-06-04 15:22,0.94,0.2,0.19,0,0.54,1.33,85.95,0.26,24.6
23,2018-06-04 15:24,0,0.05,0.52,0,0.51,0.57,85.96,0.28,24.68
24,2018-06-04 15:25,0.26,0.26,0,0,0.66,0.52,86.03,0.27,24.76
25,2018-06-04 15:45,1.12,0,0,0.24,0.47,1.37,85.59,0.29,25
26,2018-06-04 15:53,0,0.14,0.76,0,0.71,0.9,86.27,0.28,25.18
27,2018-06-04 15:56,0,0.49,0.3,0,0.65,0.79,86.21,0.27,25.27
28,2018-06-04 15:57,0.78,0.46,0.01,0,0.53,1.25,86.39,0.27,25.34
29,2018-06-04 15:59,0,0,0.54,0,0.53,0.54,86.49,0.28,25.31
30,2018-06-04 16:01,0.16,0.14,0.48,0,0.48,0.78,86.27,0.28,25.36
31,2018-06-04 16:03,0,0.15,0,0.01,0.68,0.16,86.57,0.27,25.37
32,2018-06-04 16:04,0.02,0.13,0,0,0.7,0.15,86.61,0.27,25.33
33,2018-06-04 16:05,0,0.23,0,0.11,0.57,0.34,86.23,0.27,25.46
34,2018-06-04 16:07,0,0.41,0.39,0,0.6,0.8,86.23,0.28,25.43
35,2018-06-04 16:09,0,0,0,0.26,0.72,0.26,86.28,0.27,25.51
36,2018-06-04 16:10,0.72,0.15,0,0.23,0.46,1.1,86.31,0.26,25.54
37,2018-06-04 16:12,0,0.27,0,0,0.63,0.27,86.24,0.29,25.51
38,2018-06-04 16:14,0.24,0,0.06,0.31,0.5,0.62,86.31,0.26,25.44
39,2018-06-04 16:16,1.16,0.01,0,0.07,0.45,1.25,86.72,0.26,25.56
40,2018-06-04 16:17,0.25,0.14,0.25,0,0.61,0.63,86.49,0.27,25.65
41,2018-06-04 16:19,0,0.28,0,0.11,0.5,0.39,86.17,0.27,25.6
42,2018-06-04 16:20,0.4,0.11,0,0.27,0.5,0.78,86,0.26,25.58
43,2018-06-04 16:21,0.26,0.2,0.22,0,0.62,0.68,86.37,0.28,25.63
44,2018-06-04 16:22,0.72,0.23,0,0,0.56,0.96,86.72,0.26,25.68
45,2018-06-04 16:25,0,0,0,0.11,0.55,0.11,86.13,0.27,25.7
46,2018-06-04 16:27,0,0.01,1.48,0.04,0.61,1.53,85.91,0.27,25.66
47,2018-06-04 16:28,0,0,0.19,0.16,0.63,0.35,85.78,0.27,25.74
48,2018-06-04 16:30,0,0,0.36,0,0.67,0.36,85.76,0.27,25.75
