tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,°C
1,2018-06-13 14:28,0,0.94,0,0.23,0.99,1.16,84.88,0.23,23.15
2,2018-06-13 14:30,0,0.78,0.55,0,0.98,1.33,84.33,0.23,23.22
3,2018-06-13 14:31,0,0.52,0,0,1,0.52,84.84,0.2,23.4
4,2018-06-13 14:32,1.22,0.34,0.69,0,0.89,2.25,84.64,0.2,23.34
5,2018-06-13 14:33,0,0.27,0,0.36,1.07,0.63,84.67,0.22,23.47
6,2018-06-13 14:33,0,1.15,1.16,0,0.8,2.31,85.4,0.2,23.48
7,2018-06-13 14:34,2.9,0.46,0,0,0.7,3.36,84.77,0.21,23.52
8,2018-06-13 14:36,0.66,0.88,0.01,0,0.7,1.55,84.44,0.23,23.69
9,2018-06-13 14:36,2.45,0.24,0.35,0,0.44,3.04,85.6,0.22,23.68
10,2018-06-13 14:37,0,0.86,0,0,1,0.86,85.01,0.21,23.82
11,2018-06-13 14:38,1.01,0.37,0.71,0.08,0.81,2.17,84.55,0.21,23.83
12,2018-06-13 14:39,0,0.54,0,0.05,0.96,0.59,85.52,0.2,23.97
13,2018-06-13 14:40,0,0,1.31,0.29,0.77,1.6,85.15,0.21,24.02
14,2018-06-13 14:41,1.78,0.33,0,0,0.74,2.11,85.03,0.2,24.07
15,2018-06-13 14:43,0.69,0.61,0,0,0.92,1.3,85.51,0.21,24.07
16,2018-06-13 14:43,2.22,0,0,0.24,0.47,2.46,85.69,0.21,24.13
17,2018-06-13 14:44,1.12,0.25,0,0,0.86,1.37,85.12,0.21,24.25
18,2018-06-13 14:46,0,0.27,0,0.26,1.36,0.53,85.1,0.21,24.28
19,2018-06-13 14:47,0.5,0.67,0.99,0,1.1,2.15,85.86,0.24,24.25
20,2018-06-13 14:48,0.6,0.7,0,0,0.96,1.3,85.24,0.23,24.35
21,2018-06-13 14:49,0.28,0,0.82,0,0.95,1.09,85.19,0.2,24.37
22,2018-06-13 14:50,0,0.27,0,0.38,1.27,0.65,85.06,0.2,24.43
23,2018-06-13 14:51,0.24,0.17,0.86,0,0.82,1.27,85.15,0.24,24.43
24,2018-06-13 14:52,0.59,0.44,1.4,0,1.15,2.43,84.4,0.2,24.49
25,2018-06-13 14:53,1.38,0.77,0,0,0.83,2.16,85.91,0.2,24.54
26,2018-06-13 14:54,1.49,0.7,0,0.55,0.91,2.73,84.78,0.21,24.52
27,2018-06-13 14:56,0,0.17,0,0,1.06,0.17,85.32,0.2,24.54
28,2018-06-13 14:57,2.76,0.24,0,0.09,0.58,3.09,85.38,0.22,24.65
29,2018-06-13 14:58,0,0.44,0.72,0,0.87,1.16,85.09,0.2,24.71
30,2018-06-13 15:00,0.05,0.08,0,0.8,0.84,0.93,85.32,0.22,24.79
31,2018-06-13 15:03,0,0.49,0.82,0,0.92,1.31,85.17,0.2,24.76
32,2018-06-13 15:03,0.2,0,0,0.31,0.86,0.51,85.56,0.2,24.8
33,2018-06-13 15:04,1.11,0.53,0,0,0.8,1.64,85.24,0.21,24.78
34,2018-06-13 15:05,0.49,1.14,0.4,0,1.1,2.02,85.75,0.22,24.79
35,2018-06-13 15:06,0.43,0.59,0,0,1.12,1.02,85.1,0.2,24.87
36,2018-06-13 15:07,0,0.48,0.25,0,1.04,0.73,85.93,0.19,24.89
37,2018-06-13 15:08,0,0.2,0.36,0.62,0.98,1.17,85.4,0.2,24.87
38,2018-06-13 15:09,0,0.45,0,0.51,0.93,0.97,85.87,0.2,24.84
39,2018-06-13 15:10,0,0.07,1.53,0,0.82,1.6,85.16,0.2,24.89
40,2018-06-13 15:11,0.38,0.56,0.84,0,0.96,1.78,85.64,0.22,24.95
41,2018-06-13 15:12,0,0.03,0.03,0.42,0.75,0.48,85.49,0.2,24.94
42,2018-06-13 15:13,1.5,0.34,0.18,0,0.92,2.02,85.42,0.21,24.87
43,2018-06-13 15:14,1.24,0.51,0,0,1.04,1.75,85.75,0.2,24.88
44,2018-06-13 15:15,3.43,0.53,0.04,0,0.74,4.01,85.65,0.2,24.93
45,2018-06-13 15:17,0.58,0.23,0,0,1.21,0.81,85.29,0.2,24.99
46,2018-06-13 15:18,4.19,0,4.46,0,1.35,8.64,84.77,0.2,25.03
47,2018-06-13 15:19,0,0.42,1.04,0,0.87,1.46,85.66,0.2,25
48,2018-06-13 15:20,1.08,0.75,0.23,0,0.79,2.06,85.53,0.2,25.04
