tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,°C
1,2018-09-05 16:17,29.29,2.73,0,0.08,1.27,32.11,82.13,0.22,23.05
2,2018-09-05 16:17,64.04,0,0,0.84,1.01,64.88,78.25,0.25,23.33
3,2018-09-05 16:17,19.16,0.85,0,0.49,1.16,20.5,84.13,0.25,23.43
4,2018-09-05 16:17,40.11,0.12,0,1.04,1.51,41.28,81.72,0.23,23.6
5,2018-09-05 16:17,27.89,0.22,0,1.42,1.38,29.52,82.92,0.25,23.68
6,2018-09-05 16:17,24.65,0,2.36,0,1.55,27.02,84.27,0.25,23.81
7,2018-09-05 16:17,10,0,0,0.71,1.21,10.71,85.93,0.26,23.88
8,2018-09-05 16:17,8.52,0.04,0,0.72,1.16,9.28,85.37,0.25,24.01
9,2018-09-05 16:17,52.6,0.79,0,0,1.3,53.39,77.87,0.24,24.04
10,2018-09-05 16:17,4.14,0.62,0.83,0,1.39,5.59,84.52,0.26,24.22
11,2018-09-05 16:17,45.42,0.22,0,0.35,2.63,45.99,80.44,0.24,24.35
12,2018-09-05 16:17,36.58,1.63,0,0.86,1.81,39.07,81,0.23,24.41
13,2018-09-05 16:17,31.44,1.76,0,0.71,1.64,33.9,81.1,0.23,24.53
14,2018-09-05 16:17,12.78,0.31,0,1.43,1.24,14.52,84.71,0.25,24.59
15,2018-09-05 16:17,64.58,0,0,1.48,2.72,66.05,77.44,0.23,24.6
16,2018-09-05 16:17,30.49,0,10.22,0.36,1.34,41.07,81.65,0.25,24.71
17,2018-09-05 16:17,36.61,3.52,0,0.15,1.39,40.28,80.7,0.23,24.68
18,2018-09-05 16:17,18.61,0.57,1.89,0,1.55,21.06,83.97,0.26,24.75
19,2018-09-05 16:17,28.1,0,2.49,0,0.7,30.59,84.69,0.21,24.75
20,2018-09-05 16:17,9.21,0.76,0,0.7,1.4,10.67,84.37,0.25,24.86
21,2018-09-05 16:17,25.45,0,0,1.4,1.45,26.85,84.75,0.23,24.9
22,2018-09-05 16:17,22.37,0.51,0,0.55,1.64,23.43,83.59,0.22,25.01
23,2018-09-05 16:17,24.54,0,1.1,0.5,1.35,26.15,84,0.25,24.89
24,2018-09-05 16:17,28.16,0.64,0,0.33,2.14,29.13,83.31,0.24,25.05
25,2018-09-05 16:17,33.7,1.14,0,0,1.59,34.84,82.76,0.23,25.04
26,2018-09-05 16:17,27.63,0.64,0,0.21,1.98,28.48,83.24,0.23,25.12
27,2018-09-05 16:17,32.14,2.21,0,0.32,1.45,34.67,80.32,0.24,25.19
28,2018-09-05 16:17,43.5,3.15,0,1.28,2.45,47.93,78.48,0.26,25.16
29,2018-09-05 16:17,27.52,1.24,0,1.5,1.7,30.26,83.01,0.24,25.22
30,2018-09-05 16:17,38.72,1.68,0,0.03,2.26,40.42,81.98,0.21,25.21
31,2018-09-05 16:17,20.91,0.9,0,0.16,1.92,21.97,84.15,0.25,25.27
32,2018-09-05 16:17,49.08,0,0,0.81,2.51,49.88,81.51,0.23,25.32
33,2018-09-05 16:17,7.57,1.02,0.89,0.13,1.14,9.6,86.15,0.24,25.38
34,2018-09-05 16:17,14.38,0,0,0.63,1.42,15.01,85.84,0.25,25.43
35,2018-09-05 16:17,14.78,5.44,0,0.54,2.07,20.76,82.92,0.22,25.4
36,2018-09-05 16:17,36.91,0.62,0,0.17,2.5,37.7,82.54,0.24,25.4
37,2018-09-05 16:17,30.52,0.28,0,0.98,1.64,31.77,83.29,0.24,25.49
38,2018-09-05 16:17,17.57,5.35,0,1.37,1.95,24.29,79.89,0.24,25.42
39,2018-09-05 16:17,43.19,1.38,0,0.04,2.46,44.62,81.41,0.22,25.49
40,2018-09-05 16:17,17.09,1.9,0,0.41,1.85,19.4,84.9,0.24,25.6
41,2018-09-05 16:17,17.3,0.35,0,0.56,1.25,18.21,85.14,0.24,25.52
42,2018-09-05 16:17,26.21,0,0,0.74,1.86,26.95,84.55,0.23,25.66
43,2018-09-05 16:17,14.41,0.45,0,0.73,1.96,15.58,84.54,0.24,25.69
44,2018-09-05 16:17,2.9,0.23,0,0.84,1.85,3.97,85.85,0.26,25.68
45,2018-09-05 16:17,4.98,0,0,0.9,1.2,5.87,85.53,0.22,25.68
46,2018-09-05 16:17,18.77,8.17,0,3.24,2.34,30.18,76.69,0.24,25.71
47,2018-09-05 16:17,6.43,0.98,2.07,0.24,1.48,9.72,85.79,0.22,25.72
48,2018-09-05 16:17,14.54,0.07,0,1.56,2.17,16.18,84.67,0.23,25.71
