tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,°C
1,2018-06-28 16:08,12.2,0.41,0,0.18,1.29,12.79,83.21,0.3,23.63
2,2018-06-28 16:08,1.63,2.73,0.18,0,1.98,4.54,84.63,0.3,23.81
3,2018-06-28 16:08,12.03,0,0,0.65,1.35,12.68,83.5,0.29,23.79
4,2018-06-28 16:08,13.67,0.66,1.09,0,1.28,15.41,83.86,0.29,23.94
5,2018-06-28 16:08,8.83,0,0,0.57,1.27,9.4,83.12,0.29,23.97
6,2018-06-28 16:08,13.13,0.23,0,0.26,1.16,13.62,83.74,0.29,24.03
7,2018-06-28 16:08,8.22,0.6,0.09,0,1.35,8.91,83.92,0.28,24.16
8,2018-06-28 16:08,10.37,0.65,0.03,0.05,1.28,11.11,84.21,0.29,24.11
9,2018-06-28 16:08,4.45,0.33,0,0.56,1.06,5.34,85.37,0.29,24.25
10,2018-06-28 16:08,10.58,0,4.76,0.07,0.95,15.41,84.99,0.29,24.35
11,2018-06-28 16:08,11.98,0.43,2.17,0,1.45,14.58,84.4,0.28,24.31
12,2018-06-28 16:08,7.46,1.16,0,0.15,1.45,8.76,85.03,0.28,24.39
13,2018-06-28 16:08,11.67,0.5,0,0.26,0.98,12.43,84.14,0.29,24.39
14,2018-06-28 16:08,5.66,0,3.14,0,1,8.8,85.39,0.28,24.59
15,2018-06-28 16:08,8.15,0.61,0,0.25,1.24,9.01,84.83,0.28,24.49
16,2018-06-28 16:08,5.69,0.95,0,0.35,1.36,6.99,84.37,0.28,24.54
17,2018-06-28 16:08,6.52,1.36,0,0,1.44,7.88,84.41,0.29,24.61
18,2018-06-28 16:08,10.63,0.93,0,0.04,1.37,11.59,84.87,0.29,24.67
19,2018-06-28 16:08,7.14,0,0,0.43,1.25,7.58,84.24,0.3,24.73
20,2018-06-28 16:08,6.26,0.53,0,0.5,1.33,7.28,84.66,0.29,24.72
21,2018-06-28 16:08,8.34,0.3,1.71,0.31,1.36,10.66,84.41,0.28,24.75
22,2018-06-28 16:08,9.04,0,5.31,0.4,1.56,14.75,85.26,0.29,24.9
23,2018-06-28 16:08,9.45,0.59,0,0.39,1.12,10.44,85.24,0.26,24.86
24,2018-06-28 16:08,10.38,0,0,1.13,1.49,11.51,84.27,0.29,24.88
25,2018-06-28 16:08,8.34,0,5.87,0.49,1.45,14.7,86.06,0.28,24.92
26,2018-06-28 16:08,8.35,0,3.29,0.46,1.3,12.09,85.18,0.28,24.98
27,2018-06-28 16:08,11.67,0.48,0,0,1.39,12.15,84.65,0.27,25.02
28,2018-06-28 16:08,4.3,0.1,0,0.93,1.16,5.34,84.92,0.3,25.05
29,2018-06-28 16:08,6.01,0,0.57,0.51,1.01,7.09,86.2,0.29,25.04
30,2018-06-28 16:08,4.94,0.82,0.13,0,1.16,5.89,86,0.27,25.07
31,2018-06-28 16:08,1.82,0.95,1.02,0,1.39,3.79,85.13,0.28,25.07
32,2018-06-28 16:08,6.32,0.27,0.51,0.42,1.05,7.53,85.94,0.29,25.05
33,2018-06-28 16:08,2.49,0.49,0,0.35,1.2,3.33,85.43,0.29,25.08
34,2018-06-28 16:08,8.08,0.82,0,0.1,1.21,9,85.23,0.27,25.25
35,2018-06-28 16:08,8.09,0.96,0,0,1.27,9.05,84.63,0.29,25.23
36,2018-06-28 16:08,6.18,0.65,0,0.47,1.37,7.3,85.1,0.28,25.2
37,2018-06-28 16:08,6.62,0.47,0,0.67,1,7.76,86.38,0.28,25.3
38,2018-06-28 16:08,8.88,0.3,0,0.55,1.29,9.72,85.43,0.29,25.15
39,2018-06-28 16:08,4.63,0.33,1.19,0.19,1.13,6.34,86.08,0.29,25.29
40,2018-06-28 16:08,3.84,0.89,0,0.3,1.32,5.03,84.64,0.29,25.32
41,2018-06-28 16:08,5.61,0.66,0.96,0.2,1.07,7.43,86.23,0.29,25.31
42,2018-06-28 16:08,2.81,0.52,0.16,0.35,1.29,3.84,86.15,0.29,25.39
43,2018-06-28 16:08,8.15,0.63,0,0.43,1.32,9.2,85.17,0.28,25.41
44,2018-06-28 16:08,7.94,0.46,0.56,0.32,1.15,9.29,86.17,0.29,25.42
45,2018-06-28 16:08,8.04,0.44,0,0.15,1.15,8.62,86.11,0.29,25.41
46,2018-06-28 16:08,4.04,0,2.47,0.48,1.19,6.99,85.95,0.28,25.48
47,2018-06-28 16:08,9.79,0.12,3.09,0.29,1.24,13.29,85,0.28,25.42
48,2018-06-28 16:08,10.47,0,0,0.67,1.09,11.15,85.5,0.28,25.49
