tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample,Green Algae,Bluegreen,Diatoms,Cryptophyta,#4,#5,#6,Yellow substances,Total cell count,Trans. 700 nm,LED 3 [525 nm],LED 4 [570 nm],LED 5 [610 nm],LED 6 [370 nm],LED 7 [590 nm],LED 8 [470 nm],Pressure,Temp. LEDs,Temp. Sensor
17,2018-08-28 10:14,11.62,0,0,0.49,1.14,12.11,85.42,0.29,23.84,6159,0,0,15,0,0,0,0,6173,522.59,11.95,3.98,8.64,30.64,12.25,46.17,1.03,25.49,25.6
18,2018-08-28 10:14,11.55,0.59,0,0.36,1.61,12.51,84.6,0.3,23.82,6122,594,0,11,0,0,0,0,6727,517.53,12.85,5.57,10.4,36.41,14.37,50,1.03,25.43,25.75
19,2018-08-28 10:14,25.39,7.35,0,0,2.02,32.73,80.45,0.3,23.9,13455,7345,0,0,0,0,0,0,20800,492.15,24.65,12.81,39.89,64.11,47.38,92.92,1.03,25.56,25.92
20,2018-08-28 10:14,19.64,0.73,1.58,2.03,1.95,23.98,83.27,0.29,23.95,10408,729,709,61,0,0,0,0,11907,509.44,28.08,7.72,21.69,57.44,29.45,89.62,1.03,25.58,26.04
21,2018-08-28 10:14,27.45,0.2,0,0.69,1.65,28.34,83.73,0.29,23.99,14550,196,0,21,0,0,0,0,14767,512.22,21.33,7.11,19.13,58.69,24.88,96.32,1.03,25.62,26.09
22,2018-08-28 10:14,16.28,0.76,0,0.52,1.95,17.56,83.7,0.29,23.99,8630,762,0,15,0,0,0,0,9408,512.07,16.47,5.9,13.3,47.36,20.09,67.36,1.03,25.93,26.27
23,2018-08-28 10:14,16.84,1.15,0,0.09,1.97,18.08,84.17,0.29,23.95,8926,1148,0,3,0,0,0,0,10077,514.91,15.93,4.9,14.61,47.58,19.21,67.2,1.03,25.62,26.29
24,2018-08-28 10:14,11.72,1.14,0,0,2.18,12.86,84.4,0.3,24.06,6214,1137,0,0,0,0,0,0,7351,516.34,13.7,5.16,12.28,43.05,14.86,54.49,1.03,25.75,26.47
25,2018-08-28 10:14,24.59,1.25,0,0.77,2.2,26.62,82.48,0.29,24.14,13033,1255,0,23,0,0,0,0,14311,504.59,22.24,9.22,20.34,62.47,28.75,94.3,1.03,25.67,26.58
26,2018-08-28 10:14,35.5,2.76,0,0.22,3.89,38.49,80.5,0.32,24.18,18818,2765,0,7,0,0,0,0,21589,492.47,30.43,13.66,30.29,97.49,41.01,139.06,1.03,25.79,26.64
27,2018-08-28 10:14,29.8,2.38,0,0.1,1.92,32.28,81.33,0.28,24.21,15793,2383,0,3,0,0,0,0,18179,497.54,22.67,8.3,25.06,65.33,33.17,103.34,1.03,25.78,26.82
28,2018-08-28 10:14,13.13,0.69,0,0,1.7,13.83,83.67,0.29,24.2,6960,694,0,0,0,0,0,0,7654,511.86,11.86,3.26,10.77,38.97,14.61,53.68,1.03,25.83,26.82
29,2018-08-28 10:14,41.89,0,0,0.55,1.73,42.44,81.49,0.3,24.24,22202,0,0,16,0,0,0,0,22219,498.56,28.65,8.39,24.56,78.09,32.89,137.28,1.03,25.85,26.96
30,2018-08-28 10:14,39.99,1.07,0,0.39,2.39,41.45,81.94,0.32,24.2,21194,1071,0,12,0,0,0,0,22276,501.26,28.18,10.99,28.04,84.47,36.2,137.34,1.03,25.89,26.98
31,2018-08-28 10:14,19.62,0.69,0,0.27,1.37,20.58,84.11,0.3,24.4,10398,688,0,8,0,0,0,0,11094,514.56,15.72,5.57,14.65,44.18,19.74,69.84,1.03,25.91,27.23
32,2018-08-28 10:14,27.42,1.41,0,0,2.56,28.83,83.98,0.31,24.48,14532,1407,0,0,0,0,0,0,15939,513.75,21.19,8.62,21.35,69.12,27.44,102.14,1.03,25.93,27.3
33,2018-08-28 10:14,9.48,1.08,0,0.02,1.24,10.57,85.7,0.28,24.37,5023,1078,0,0,0,0,0,0,6101,524.26,10.38,3.32,9.68,28.74,13.03,39.23,1.03,26.18,27.35
34,2018-08-28 10:14,20.67,0,3.23,0,1.21,23.9,84.9,0.3,24.43,10953,0,1453,0,0,0,0,0,12406,519.36,20.47,5.43,12.87,47.59,19.38,82.24,1.03,25.97,27.43
35,2018-08-28 10:14,14.84,5.6,0,0.62,2.31,21.06,81.33,0.31,24.45,7866,5604,0,19,0,0,0,0,13488,497.57,22.15,11.42,28.58,53.4,37.92,68.66,1.03,26.02,27.58
36,2018-08-28 10:14,25.02,0.93,0,0,2.58,25.96,83.37,0.28,24.47,13263,931,0,0,0,0,0,0,14194,510.04,19.7,6.54,17.76,65.75,24.86,95.53,1.03,26.04,27.6
37,2018-08-28 10:14,24.27,0.97,0,0.27,2.2,25.52,83.38,0.29,24.51,12866,970,0,8,0,0,0,0,13844,510.12,20.06,7.27,18.3,60.65,24.93,90.98,1.03,26.08,27.64
38,2018-08-28 10:14,13.83,5.57,0,0,2.37,19.4,80.94,0.29,24.55,7333,5568,0,0,0,0,0,0,12900,495.19,19.65,10.02,27.58,51.35,33.25,63.52,1.03,26.13,27.78
39,2018-08-28 10:14,26.93,1.44,0,0,2.77,28.37,82.85,0.3,24.56,14271,1442,0,0,0,0,0,0,15713,506.86,21.99,8.33,20.73,70.86,27.84,102.78,1.03,26.13,27.75
40,2018-08-28 10:14,16.63,1.86,0,0.25,2.02,18.73,84.59,0.29,24.51,8813,1855,0,7,0,0,0,0,10675,517.53,17.16,6.03,16.83,48.74,22.83,68.02,1.03,26.19,27.82
41,2018-08-28 10:14,14.26,0.67,0,0.34,1.23,15.26,85.44,0.29,24.56,7556,669,0,10,0,0,0,0,8234,522.67,13.02,5.83,11.73,35.53,16.09,53.81,1.03,26.12,27.87
42,2018-08-28 10:14,35.25,0,0,0.31,1.39,35.56,83.72,0.29,24.63,18683,0,0,9,0,0,0,0,18693,512.17,23.87,8.34,18.94,64.39,27.11,114.42,1.03,26.09,27.98
43,2018-08-28 10:14,4.35,0.54,0,0.69,1.91,5.58,85.22,0.29,24.53,2305,544,0,21,0,0,0,0,2869,521.38,12,4.35,7.9,30.89,10.62,34.27,1.03,26.17,28.03
44,2018-08-28 10:14,0,0.43,0,0.49,1.91,0.92,86.22,0.29,24.6,0,431,0,15,0,0,0,0,446,527.46,9.63,4.27,4.03,24.98,6.48,20.34,1.03,26.21,28.03
45,2018-08-28 10:14,5.28,0.24,0,0.83,1.32,6.34,85.55,0.3,24.6,2796,236,0,25,0,0,0,0,3057,523.39,11.08,4.2,7.33,25.16,10.28,31.72,1.03,26.2,28.14
46,2018-08-28 10:14,15.37,11.28,0,1.07,1.9,27.72,77.8,0.31,24.64,8147,11279,0,32,0,0,0,0,19458,475.93,28.81,17.14,47.11,54.1,62.17,69.88,1.03,26.25,28.21
47,2018-08-28 10:14,4.41,0.98,0.03,0.37,1.35,5.79,85.89,0.28,24.67,2339,979,11,11,0,0,0,0,3341,525.48,9.83,2.76,7.64,23.9,11.02,27.82,1.03,26.28,28.4
48,2018-08-28 10:14,13.55,0.28,0,0.45,2.02,14.28,85.04,0.31,24.74,7181,280,0,14,0,0,0,0,7474,520.26,14.74,5,10.42,43.94,15.89,59.87,1.03,26.33,28.27
