tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,¡C
1,2018-06-21 13:46,7.32,0.61,0,0.62,1.29,8.54,84.62,0.29,23.85
2,2018-06-21 13:46,2.87,0.59,0,0,1.11,3.46,84.4,0.3,23.96
3,2018-06-21 13:46,5.71,0,0,1.1,1.37,6.81,84.39,0.29,24.02
4,2018-06-21 13:46,11.64,0.69,0,0.29,1.73,12.62,84.09,0.29,24.07
5,2018-06-21 13:46,25.87,0,0,0,1.45,25.87,84.09,0.28,24.16
6,2018-06-21 13:46,20.69,0.08,0,0.02,1.18,20.8,83.52,0.3,24.24
7,2018-06-21 13:46,5.21,0,0,0.61,1.4,5.82,84.74,0.29,24.31
8,2018-06-21 13:46,11.99,0.06,0,0.22,1.26,12.26,85,0.3,24.37
9,2018-06-21 13:46,3.58,0.72,0,0,1.44,4.3,85.25,0.31,24.45
10,2018-06-21 13:46,0.15,0,1.81,0.72,1.32,2.68,85.12,0.29,24.72
11,2018-06-21 13:46,12.22,0.41,0.12,0.01,1.14,12.76,84.78,0.34,24.78
12,2018-06-21 13:46,1.03,0.85,0.31,0.71,1.53,2.9,84.9,0.3,24.91
13,2018-06-21 13:46,6.73,0.59,0,0.43,1.25,7.75,84.89,0.28,24.77
14,2018-06-21 13:46,25.2,0,0,0,0.76,25.2,84.04,0.3,24.88
15,2018-06-21 13:46,3.16,0.86,0.14,0.36,1.27,4.52,84.87,0.3,24.89
16,2018-06-21 13:46,10.42,0.4,0,0,1.57,10.82,84.29,0.29,24.97
17,2018-06-21 13:46,3.3,0.8,0,0.09,1.21,4.2,85.39,0.3,24.9
18,2018-06-21 13:46,14.58,0.24,0,0,1.46,14.81,84.51,0.33,25.04
19,2018-06-21 13:46,3.23,0,0,0.62,1.21,3.85,85.66,0.29,25.01
20,2018-06-21 13:46,6.89,0.25,0,0,1.36,7.14,84.51,0.28,24.99
21,2018-06-21 13:46,6.92,0.79,0,0.56,1.74,8.26,85.09,0.3,25.06
22,2018-06-21 13:46,3.4,1.09,0.63,0,1.41,5.12,86.03,0.3,25.07
23,2018-06-21 13:46,3.46,0.63,0,0.34,1.31,4.43,85.55,0.3,25.15
24,2018-06-21 13:46,4.99,0.99,0,0.27,1.57,6.26,84.64,0.29,25.11
25,2018-06-21 13:46,2.42,0.47,0.34,0,1.29,3.24,86.47,0.31,25.12
26,2018-06-21 13:46,20.07,0,0.35,0.28,1.31,20.69,84.15,0.28,25.18
27,2018-06-21 13:46,5.96,1.13,0.76,0,1.43,7.85,84.43,0.29,25.2
28,2018-06-21 13:46,14.33,0,0,0.02,1.26,14.35,84.76,0.3,25.31
29,2018-06-21 13:46,1.85,0.22,0,0.86,1.14,2.92,85.8,0.3,25.3
30,2018-06-21 13:46,0.73,0.99,0,0.9,1.38,2.63,85.51,0.28,25.31
31,2018-06-21 13:46,1.31,0.89,0,0.27,1.4,2.47,84.84,0.28,25.27
32,2018-06-21 13:46,6.53,1.51,0,0.07,1.48,8.11,85.14,0.29,25.35
33,2018-06-21 13:46,2.95,0.15,0,0.75,1.25,3.85,85.34,0.29,25.41
34,2018-06-21 13:46,6.6,0.13,0,0.49,1.37,7.22,85.4,0.29,25.29
35,2018-06-21 13:46,9.09,1,0.35,0.04,1.67,10.48,84.37,0.3,25.38
36,2018-06-21 13:46,3.52,0,0,1.05,1.56,4.57,84.78,0.31,25.4
37,2018-06-21 13:46,2.73,1.14,1.01,0,1.1,4.88,85.31,0.29,25.46
38,2018-06-21 13:46,6.02,1.43,0,0,1.28,7.45,84.24,0.28,25.37
39,2018-06-21 13:46,0.26,0.31,0,1.02,1.59,1.59,86.67,0.29,25.42
40,2018-06-21 13:46,12.12,0.4,1,0,1.31,13.51,84.69,0.29,25.47
41,2018-06-21 13:46,2.91,0,0,0.73,1.25,3.64,85.54,0.29,25.45
42,2018-06-21 13:46,4.11,1.05,0.39,0.17,1.35,5.71,85.62,0.29,25.5
43,2018-06-21 13:46,4.59,0.67,0,0.78,1.46,6.04,85.47,0.28,25.53
44,2018-06-21 13:46,2.06,0.81,0,0.93,1.79,3.81,85.95,0.29,25.86
45,2018-06-21 13:46,7.49,0.73,0,0,1.48,8.22,85.48,0.28,25.83
46,2018-06-21 13:46,2.54,0.55,0,0,1.07,3.09,85.6,0.28,25.85
47,2018-06-21 13:46,4.84,0.47,0,0.55,1.23,5.86,84.8,0.28,25.8
48,2018-06-21 13:46,6.35,1.28,0.44,0,1.1,8.07,85.76,0.3,25.77
