tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,°C
1,2018-08-16 12:18,15.32,2.78,0,0.09,1.66,18.19,84.68,0.29,23.78
2,2018-08-16 12:18,38.66,1.75,0,0,1.89,40.41,79.55,0.28,23.95
3,2018-08-16 12:18,15.67,0.18,0,1.05,1.29,16.9,85.88,0.28,24
4,2018-08-16 12:18,36.03,1.4,0,0.22,2.21,37.65,83.12,0.28,24.09
5,2018-08-16 12:18,33.09,0.32,0,0.4,1.78,33.81,81.62,0.3,24.19
6,2018-08-16 12:18,4.62,0.92,0,0.81,1.65,6.36,83.33,0.27,24.2
7,2018-08-16 12:18,22.54,1,0,0,1.7,23.54,85.52,0.29,24.35
8,2018-08-16 12:18,12.34,0,0,0.65,1.24,12.99,86.06,0.31,24.33
9,2018-08-16 12:18,7.99,0.71,0,0.17,1.11,8.87,87.02,0.29,24.47
10,2018-08-16 12:18,8.42,1.43,0.89,0,1.59,10.74,87.73,0.27,24.52
11,2018-08-16 12:18,21.92,0.19,0,0.41,1.75,22.52,86.1,0.3,24.55
12,2018-08-16 12:18,42.73,0.7,0,0,1.64,43.43,83.09,0.29,24.65
13,2018-08-16 12:18,38.47,0.74,0,0.29,1.68,39.5,84.04,0.28,24.67
14,2018-08-16 12:18,11.8,0.36,0,1.09,1.4,13.25,88.11,0.29,24.68
15,2018-08-16 12:18,30.14,1.55,0,0,2.25,31.7,84.09,0.28,24.78
16,2018-08-16 12:18,24.26,0,0,0.54,1.21,24.8,86.5,0.3,24.82
17,2018-08-16 12:18,8.97,0,0,0.21,1.1,9.18,87.89,0.31,24.82
18,2018-08-16 12:18,10.67,0.29,0,0.54,1.35,11.49,87.32,0.3,24.9
19,2018-08-16 12:18,45.82,1.93,0,0.1,1.54,47.84,82.08,0.31,24.93
20,2018-08-16 12:18,17.16,3.53,0,0.48,1.94,21.17,85.6,0.27,25.04
21,2018-08-16 12:18,29.49,1.26,0,0,1.9,30.75,85.19,0.3,25.03
22,2018-08-16 12:18,36.27,0.67,0,0.23,1.64,37.17,84.63,0.27,25.05
23,2018-08-16 12:18,22.15,0.67,0,0.71,1.71,23.53,86.9,0.28,25.12
24,2018-08-16 12:18,22.73,0.52,0,0.28,2.08,23.53,85.02,0.29,25.14
25,2018-08-16 12:18,26.09,1.76,0,0.58,2.93,28.43,85.77,0.28,25.17
26,2018-08-16 12:18,18.88,1.19,0,0.41,2.78,20.48,86.85,0.27,25.18
27,2018-08-16 12:18,27.37,2.16,0,0,1.64,29.52,83.76,0.28,25.24
28,2018-08-16 12:18,18.43,0.17,0,0.15,1.25,18.76,86.4,0.28,25.27
29,2018-08-16 12:18,33.19,0.82,0,0,1.97,34.01,84.64,0.27,25.33
30,2018-08-16 12:18,49.02,0.59,0,0,2.23,49.61,85.24,0.29,25.32
31,2018-08-16 12:18,22.64,0,0,0.22,1.55,22.86,87.42,0.29,25.29
32,2018-08-16 12:18,39.01,0.57,0,0,1.98,39.58,85.06,0.29,25.38
33,2018-08-16 12:18,,,,,,,,,
34,2018-08-16 12:18,,,,,,,,,
35,2018-08-16 12:18,,,,,,,,,
36,2018-08-16 12:18,,,,,,,,,
37,2018-08-16 12:18,31.85,1.13,0,0,2.07,32.99,86.03,0.28,25.51
38,2018-08-16 12:18,39.67,2.36,0,0.38,2.31,42.4,82.53,0,25.61
39,2018-08-16 12:18,28.68,0.75,0,1.22,2.44,30.66,84.87,0.27,25.6
40,2018-08-16 12:18,22.78,0,3.27,0.01,0.98,26.06,87.71,0.29,25.6
41,2018-08-16 12:18,17.94,0,0,0.58,1.18,18.52,88.09,0.28,25.55
42,2018-08-16 12:18,10.67,0.84,0,0.29,1.36,11.81,88.77,0.3,25.68
43,2018-08-16 12:18,10.22,0.57,0,0.71,1.66,11.51,86.67,0.3,25.64
44,2018-08-16 12:18,6.04,0.66,0,0.46,1.91,7.16,88.51,0.29,25.7
45,2018-08-16 12:18,11.02,0.43,0,0.66,1.57,12.11,87.39,0.28,25.79
46,2018-08-16 12:18,15.08,6.99,0,1.97,1.97,24.05,85.11,0.27,25.69
47,2018-08-16 12:18,12.01,0.11,0,1.2,1.13,13.33,87.96,0.27,25.87
48,2018-08-16 12:18,17.74,1.01,0,0.95,2.09,19.7,87.55,0.28,25.8
