tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,°C
1,2018-06-29 10:28,10.55,0.89,0,0.1,1.43,11.54,84.43,0.3,24.21
2,2018-06-29 10:28,3.17,0.33,0,0.58,1.39,4.08,85.34,0.31,24.2
3,2018-06-29 10:28,10.01,0,0,0.91,1.44,10.92,84.52,0.3,24.18
4,2018-06-29 10:28,13.24,0.35,0,0.48,1.39,14.06,84.45,0.3,24.2
5,2018-06-29 10:28,5.98,0.31,0,0.52,1.53,6.81,84.4,0.32,24.18
6,2018-06-29 10:28,11.57,0.31,0,0.38,1.15,12.26,84.58,0.29,24.29
7,2018-06-29 10:28,6.78,0.17,0,0.51,1.31,7.45,84.96,0.29,24.3
8,2018-06-29 10:28,9.6,0.83,0,0,1.31,10.43,85.03,0.29,24.38
9,2018-06-29 10:28,3.53,0.15,0,0.7,1.37,4.38,85.67,0.3,24.39
10,2018-06-29 10:28,9.58,0,1.79,0.46,1.36,11.84,85.7,0.29,24.44
11,2018-06-29 10:28,11.33,0,1.56,0.61,1.33,13.5,84.78,0.3,24.42
12,2018-06-29 10:28,6.02,1.12,0,0.19,1.51,7.32,85.86,0.3,24.42
13,2018-06-29 10:28,8.77,0.54,0,0.37,1.17,9.68,85.23,0.31,24.44
14,2018-06-29 10:28,5.87,0,1.56,0.43,1.02,7.85,86.32,0.3,24.45
15,2018-06-29 10:28,4.39,0.78,0,0.41,1.59,5.58,85.47,0.29,24.44
16,2018-06-29 10:28,3.82,1.06,0,0.22,1.53,5.1,85.38,0.29,24.54
17,2018-06-29 10:28,6.25,1.17,0.6,0.21,1.3,8.23,85.25,0.3,24.51
18,2018-06-29 10:28,8.09,0.62,0,0.33,1.4,9.04,85.38,0.29,24.57
19,2018-06-29 10:28,3.77,0.66,0,0.08,1.31,4.52,85.01,0.28,24.51
20,2018-06-29 10:28,5.29,0.85,0,0.51,1.46,6.65,85.94,0.31,24.57
21,2018-06-29 10:28,5.45,0,3.35,0.78,1.83,9.58,84.85,0.3,24.6
22,2018-06-29 10:28,5.75,0,5.7,0.23,1.56,11.68,86.01,0.3,24.54
23,2018-06-29 10:28,5.07,0.53,0.44,0.5,1.35,6.55,85.77,0.31,24.6
24,2018-06-29 10:28,7.66,0,4.56,0.58,1.54,12.8,85.22,0.28,24.64
25,2018-06-29 10:28,8.42,0.12,4.68,0,1.25,13.22,86.65,0.3,24.62
26,2018-06-29 10:28,7.45,0,4.37,0.64,1.6,12.45,85.13,0.3,24.7
27,2018-06-29 10:28,10.05,0.42,0.31,0.18,1.28,10.96,85.53,0.3,24.71
28,2018-06-29 10:28,2.94,1.22,0,0.43,1.41,4.59,85.68,0.3,24.7
29,2018-06-29 10:28,5.15,0,0,0.72,1.25,5.87,86.49,0.3,24.79
30,2018-06-29 10:28,3.97,0.57,0.65,0.2,1.31,5.4,86.43,0.29,24.73
31,2018-06-29 10:28,3,1.34,0,0,1.47,4.34,85.76,0.29,24.8
32,2018-06-29 10:28,4.46,0.11,0,0.63,1.26,5.2,86.2,0.29,24.71
33,2018-06-29 10:28,1.22,0.89,0,0.33,1.44,2.44,85.81,0.29,24.81
34,2018-06-29 10:28,5.66,0.67,0,0.52,1.45,6.85,85.55,0.3,24.84
35,2018-06-29 10:28,5.34,0.8,0,0.64,1.5,6.78,85.54,0.3,24.82
36,2018-06-29 10:28,5.93,1.07,0,0.24,1.36,7.24,84.96,0.31,24.89
37,2018-06-29 10:28,5.47,0.12,0,0.54,1.21,6.14,86.48,0.29,24.91
38,2018-06-29 10:28,6.75,0.81,0,0.2,1.44,7.76,85.74,0.3,24.85
39,2018-06-29 10:28,2.25,0.37,1.77,0,1.24,4.39,86.43,0.3,24.88
40,2018-06-29 10:28,1.19,1.39,0.23,0.08,1.64,2.9,85.13,0.3,24.95
41,2018-06-29 10:28,5.66,0.7,0,0.34,1.18,6.71,86.65,0.3,24.9
42,2018-06-29 10:28,1.89,0.72,0,0.44,1.23,3.05,86.21,0.3,24.93
43,2018-06-29 10:28,5.93,0.92,0,0.4,1.52,7.26,85.69,0.3,24.93
44,2018-06-29 10:28,6.65,0.3,0,0.51,1.25,7.46,86.37,0.3,24.95
45,2018-06-29 10:28,7.11,0.29,0,0.3,1.05,7.69,86.51,0.3,24.84
46,2018-06-29 10:28,4.33,0,3.43,0.54,1.36,8.3,86.06,0.3,24.95
47,2018-06-29 10:28,8.25,0.11,6.33,0,1.15,14.69,84.67,0.29,24.93
48,2018-06-29 10:28,7.17,0.34,0.68,0.56,1.49,8.76,86.19,0.29,24.96
