tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,°C
1,2018-07-25 16:18,12.82,1.79,0,0.58,1.57,15.19,85.76,0.28,25.68
2,2018-07-25 16:18,23.32,0.58,0,0.85,1.81,24.75,85.83,0.3,25.63
3,2018-07-25 16:18,12.09,0.62,0,0.61,1.36,13.31,86.36,0.3,25.62
4,2018-07-25 16:18,22.32,0.82,0,0.61,1.59,23.75,85.51,0.3,25.69
5,2018-07-25 16:18,17.37,0.01,0,0.58,1.5,17.96,85.2,0.29,25.68
6,2018-07-25 16:18,13.86,1.13,0,0.71,1.29,15.71,84.78,0.29,25.7
7,2018-07-25 16:18,21.75,0.64,0,0.04,1.34,22.44,86.12,0.29,25.67
8,2018-07-25 16:18,15.2,0,2.73,0.18,1.11,18.11,86.21,0.3,25.72
9,2018-07-25 16:18,9.33,0,0,0.87,1.38,10.2,86.4,0.29,25.71
10,2018-07-25 16:18,4.84,0.8,1.27,0.22,1.24,7.13,86.91,0.29,25.76
11,2018-07-25 16:18,3.91,0.38,0,0.7,1.85,4.99,86.45,0.29,25.69
12,2018-07-25 16:18,24.85,0.5,0,0,1.72,25.34,85.84,0.29,25.69
13,2018-07-25 16:18,19.08,0,1.52,1.02,1.47,21.63,86.1,0.3,25.77
14,2018-07-25 16:18,10.14,0.05,0,1.14,1.26,11.32,86.4,0.3,25.77
15,2018-07-25 16:18,24.7,0.51,0,0.26,1.45,25.47,85.61,0.29,25.81
16,2018-07-25 16:18,15.91,0.18,2.39,0.07,1.25,18.55,86.16,0.3,25.74
17,2018-07-25 16:18,8.14,0.6,0,0.54,1.15,9.28,86.58,0.29,25.83
18,2018-07-25 16:18,7.05,0.39,0,0.31,1.58,7.75,86.5,0.28,25.86
19,2018-07-25 16:18,33.94,0.75,0,0.35,1.45,35.05,84.66,0.28,25.8
20,2018-07-25 16:18,6.11,1.13,0,0.66,1.59,7.9,86.35,0.28,25.82
21,2018-07-25 16:18,10.4,0.99,0,0.11,1.53,11.5,86.4,0.29,25.89
22,2018-07-25 16:18,14.98,1.14,0,0.25,1.89,16.37,85.91,0.29,25.87
23,2018-07-25 16:18,11.45,0.66,0,0.63,1.28,12.74,87.23,0.28,25.85
24,2018-07-25 16:18,22.92,0.34,0,0.19,1.48,23.45,85.08,0.28,25.91
25,2018-07-25 16:18,12.12,0.9,0,0.3,1.34,13.32,87.06,0.28,25.93
26,2018-07-25 16:18,7.61,3.45,0,1.15,1.91,12.21,86.14,0.29,25.99
27,2018-07-25 16:18,11.78,1.44,0,0.45,1.66,13.66,86.45,0.29,25.96
28,2018-07-25 16:18,4.07,0.53,0.06,0.2,1.26,4.86,87.64,0.29,25.95
29,2018-07-25 16:18,14.32,0.72,0,0.63,1.51,15.67,86.82,0.29,25.89
30,2018-07-25 16:18,11.13,0.73,0.48,0.68,1.26,13.01,86.8,0.3,26.05
31,2018-07-25 16:18,4.87,0.18,0,0.67,1.56,5.71,87.09,0.29,25.97
32,2018-07-25 16:18,21.26,0.37,0,0.46,1.49,22.09,86.08,0.29,26.09
33,2018-07-25 16:18,7.76,0,2.11,0.1,1.09,9.97,86.98,0.28,26.02
34,2018-07-25 16:18,14.27,0.53,0,0.51,1.46,15.31,86.77,0.28,26.08
35,2018-07-25 16:18,27.01,1.19,0,0.28,1.76,28.48,84.65,0.29,26.03
36,2018-07-25 16:18,13.11,0.58,0,0.27,1.77,13.97,86.07,0.28,26.06
37,2018-07-25 16:18,6.61,0.8,0,0.69,1.6,8.09,86.55,0.29,26.1
38,2018-07-25 16:18,15.42,0.67,0,0.44,1.87,16.53,86.03,0.3,26.05
39,2018-07-25 16:18,9.63,0.84,0,0.38,1.62,10.85,86.86,0.29,26.06
40,2018-07-25 16:18,10.93,1.28,0,0.69,1.54,12.9,85.92,0.3,26.04
41,2018-07-25 16:18,11.08,0.24,0.92,0.61,1.16,12.85,86.17,0.29,26.09
42,2018-07-25 16:18,6.59,0.84,0,0.78,1.85,8.21,86.15,0.34,26.11
43,2018-07-25 16:18,6.41,1.12,0,0.75,1.79,8.29,85.81,0.29,26.1
44,2018-07-25 16:18,3.74,0.63,0,0.33,1.23,4.69,86.55,0.29,26.07
45,2018-07-25 16:18,8.6,0.89,5.77,0,1.68,15.26,86.48,0.28,26.12
46,2018-07-25 16:18,8.04,0.25,0,0.5,1.19,8.79,86.81,0.27,26.05
47,2018-07-25 16:18,12.32,0.43,0,0.82,1.75,13.58,85.85,0.29,26.17
48,2018-07-25 16:18,11.94,0.97,0.43,0,1.02,13.34,85.88,0.28,26.07
