tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample,Green Algae,Bluegreen,Diatoms,Cryptophyta,#4,#5,#6,Yellow substances,Total cell count,Trans. 700 nm,LED 3 [525 nm],LED 4 [570 nm],LED 5 [610 nm],LED 6 [370 nm],LED 7 [590 nm],LED 8 [470 nm],Pressure,Temp. LEDs,Temp. Sensor
17,2018-07-10 11:52,5.55,0,3.63,0.43,1.36,9.61,86.96,0.32,24.15,2940,0,1631,13,0,0,0,0,4584,531.99,16.69,4.12,8.01,30.97,11.48,44.46,1.03,25.7,26.29
18,2018-07-10 11:52,5.69,0.67,2.49,0,1.26,8.85,86.23,0.32,24.16,3014,674,1120,0,0,0,0,0,4809,527.56,13.2,3.46,8.38,27.59,10.91,37.79,1.03,25.6,26.32
19,2018-07-10 11:52,16.01,0,3.47,1.28,1.54,20.76,85.68,0.32,24.24,8488,0,1560,38,0,0,0,0,10086,524.17,25.14,6.72,16.1,48.72,22.32,78.85,1.03,25.66,26.5
20,2018-07-10 11:52,10.79,0,0.54,0.65,1.33,11.98,86.25,0.32,24.22,5721,0,243,19,0,0,0,0,5983,527.67,13.76,4.64,9.47,33.02,12.81,48.37,1.03,25.72,26.59
21,2018-07-10 11:52,9.65,0,6.23,0.11,1.34,15.99,86.43,0.33,24.31,5117,0,2802,3,0,0,0,0,7922,528.78,22.28,5.24,10.74,39.83,15.44,63.92,1.03,25.77,26.56
22,2018-07-10 11:52,9.74,0,1.13,0.74,1.46,11.61,87.24,0.32,24.38,5161,0,507,22,0,0,0,0,5690,533.71,15.18,4.99,9.53,34.33,13.23,49.32,1.03,25.74,26.96
23,2018-07-10 11:52,5.95,0.39,0.62,0,1.1,6.96,87.65,0.32,24.37,3156,388,280,0,0,0,0,0,3824,536.22,8.91,2.14,6.35,22.74,8.05,29.99,1.03,25.79,26.8
24,2018-07-10 11:52,9.85,0.6,0.9,0.57,1.93,11.93,86.51,0.32,24.48,5222,604,407,17,0,0,0,0,6251,529.23,16.02,5.03,11.6,39.79,14.81,52.69,1.03,25.78,26.91
25,2018-07-10 11:52,15.96,0,5.75,0,0.67,21.71,86.72,0.32,24.41,8457,0,2589,0,0,0,0,0,11045,530.52,21.95,5.89,11.33,38.59,16.27,73.93,1.03,25.95,27.15
26,2018-07-10 11:52,10.63,0.04,0,1.34,1.89,12.01,87.03,0.33,24.55,5632,35,0,40,0,0,0,0,5708,532.4,16.93,5.93,11.59,40.14,15.79,54.54,1.03,26,27.06
27,2018-07-10 11:52,12.22,0,5.82,0.5,1.43,18.53,85.58,0.32,24.47,6475,0,2618,15,0,0,0,0,9108,523.53,24.49,6.14,13,44.53,18.57,72.29,1.03,25.89,27.03
28,2018-07-10 11:52,6.67,0.54,1.51,0,1.19,8.72,87.18,0.31,24.7,3536,539,681,0,0,0,0,0,4756,533.34,11.4,2.88,7.75,26.43,10.13,36.27,1.03,26.04,27.62
29,2018-07-10 11:52,6.73,0.62,0,0.33,1,7.68,87.36,0.32,24.72,3569,618,0,10,0,0,0,0,4197,534.42,9.3,3.08,7.47,22.5,10.58,30.54,1.03,26.04,27.57
30,2018-07-10 11:52,7.23,0,1.29,0.78,1.37,9.3,86.25,0.31,24.77,3832,0,581,23,0,0,0,0,4436,527.67,14.25,4.56,8.16,30.25,11.9,42.23,1.03,26.11,27.78
31,2018-07-10 11:52,4.23,0.04,1.37,0.75,1.56,6.38,87.29,0.33,24.75,2241,37,617,22,0,0,0,0,2917,534,13.51,3.62,6.93,28.55,10.15,35.79,1.03,26.14,27.72
32,2018-07-10 11:52,5.52,0.41,0,0.69,1.43,6.61,87.79,0.33,24.78,2925,408,0,21,0,0,0,0,3354,537.09,10.8,3.84,6.87,26.6,11.36,32.83,1.03,26.17,27.75
33,2018-07-10 11:52,1.85,0,0.65,1.28,1.61,3.79,86.87,0.31,24.79,981,0,295,38,0,0,0,0,1314,531.47,13.25,3.07,5.93,25.77,10.68,29.43,1.03,26.16,27.74
34,2018-07-10 11:52,4.36,0.15,3.83,0.43,1.5,8.76,86.55,0.31,24.82,2309,148,1723,13,0,0,0,0,4193,529.47,17.07,3.81,8.06,31.43,11.61,43.22,1.03,26.16,27.87
35,2018-07-10 11:52,11.72,0.28,4.29,0.81,1.77,17.09,85.87,0.33,24.85,6210,279,1930,24,0,0,0,0,8443,525.34,23.79,6.13,14.44,46.2,19.08,69.91,1.03,26.22,27.93
36,2018-07-10 11:52,7.89,0,1.31,0.71,1.6,9.91,86.34,0.33,24.86,4182,0,588,21,0,0,0,0,4792,528.21,14.91,3.9,8.18,33.7,12.63,46.03,1.03,26.26,28.04
37,2018-07-10 11:52,2.76,0.75,0.92,0,1.16,4.43,87.54,0.33,24.9,1464,745,413,0,0,0,0,0,2623,535.54,8.54,2.73,5.77,19.91,7.66,22.83,1.03,26.32,28.24
38,2018-07-10 11:52,8.77,0.32,6.41,0.57,1.69,16.07,86.04,0.32,24.93,4649,316,2883,17,0,0,0,0,7865,526.35,25.5,6.63,13.92,44.3,17.85,67.64,1.03,26.33,28.02
39,2018-07-10 11:52,6.16,0,1.14,0.75,1.53,8.05,87.61,0.32,24.9,3266,0,511,23,0,0,0,0,3799,535.99,13.77,4.3,7.56,30.32,11.03,40.01,1.03,26.34,28.14
40,2018-07-10 11:52,7.04,0,3.21,0.48,1.42,10.72,85.9,0.32,24.95,3729,0,1444,14,0,0,0,0,5187,525.54,16.9,4.12,8.76,33.06,12.34,47.83,1.03,26.44,28.14
41,2018-07-10 11:52,4.6,0.11,1.29,0.48,1.17,6.47,86.79,0.31,25,2436,105,580,14,0,0,0,0,3136,530.98,11.4,3,6.13,23.66,9.16,31.46,1.03,26.44,28.23
42,2018-07-10 11:52,2.44,0,1,0.91,1.47,4.35,87.39,0.32,25.05,1292,0,449,27,0,0,0,0,1768,534.65,12.32,3.29,5.69,24.73,9.31,29.28,1.03,26.41,28.24
43,2018-07-10 11:52,2.48,1.08,0,0.93,1.77,4.49,86.51,0.33,24.99,1314,1077,0,28,0,0,0,0,2418,529.24,12.42,4.19,8.98,27.59,12.6,29.03,1.03,26.41,28.4
44,2018-07-10 11:52,15.93,0,7.8,0,0.99,23.74,86.55,0.32,24.96,8444,0,3512,0,0,0,0,0,11956,529.47,26.87,6.41,12.85,45.83,18.67,84.61,1.03,26.39,28.5
45,2018-07-10 11:52,5.33,0,9.86,0,1.34,15.2,87,0.33,25.02,2827,0,4438,0,0,0,0,0,7265,532.22,27.12,5.49,10.47,39.57,14.68,65.14,1.03,26.65,28.39
46,2018-07-10 11:52,13.01,0,9.15,0,0.9,22.16,85.7,0.34,25.08,6896,0,4117,0,0,0,0,0,11012,524.27,28.01,5.38,11.93,42.67,17.04,80.87,1.03,26.43,28.45
47,2018-07-10 11:52,3.13,0.1,2.46,0.13,1.24,5.82,86.83,0.33,25.07,1658,104,1106,4,0,0,0,0,2872,531.18,11.79,3.24,5.44,23.74,7.51,30.74,1.03,26.52,28.41
48,2018-07-10 11:52,9.65,0.91,0,0.17,1.37,10.74,87.15,0.33,25.03,5116,915,0,5,0,0,0,0,6036,533.15,11.23,4.28,10.1,30.71,12.94,41.57,1.03,26.39,28.48
