tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,°C
1,2018-06-05 12:03,0.27,0.22,0.72,0,0.45,1.21,85.42,0.25,23.34
2,2018-06-05 12:03,0,0.11,0,0,0.79,0.11,85.46,0.23,23.44
3,2018-06-05 12:03,2.06,0,0,0.03,0.39,2.09,85.06,0.25,23.39
4,2018-06-05 12:03,2.92,0.43,0,0,0.41,3.35,86.04,0.23,23.56
5,2018-06-05 12:03,0,0.4,0,0,0.74,0.4,84.7,0.25,23.61
6,2018-06-05 12:03,0,0.1,0.11,0.23,0.63,0.44,84.63,0.26,23.75
7,2018-06-05 12:03,1.87,0.15,0,0,0.61,2.02,85.39,0.24,23.78
8,2018-06-05 12:03,1.3,0,0,0.05,0.43,1.35,85.2,0.23,23.86
9,2018-06-05 12:03,0,0.14,0,0.35,0.42,0.5,84.69,0.22,23.91
10,2018-06-05 12:03,2.09,0,0,0,0.34,2.09,85.23,0.24,23.98
11,2018-06-05 12:03,0,0.44,0.03,0,0.86,0.47,85.56,0.23,24.03
12,2018-06-05 12:03,0,0.17,0,0,0.82,0.17,85.52,0.27,24.1
13,2018-06-05 12:03,0.14,0.59,0.52,0,0.81,1.24,86,0.27,24.17
14,2018-06-05 12:03,1.76,0.19,0.28,0.16,0.4,2.38,84.71,0.24,24.23
15,2018-06-05 12:03,1.41,0.44,0,0,0.69,1.84,85.12,0.25,24.33
16,2018-06-05 12:03,0,0.21,0,0.13,0.61,0.35,85.46,0.26,24.23
17,2018-06-05 12:03,1.51,0.28,0.62,0,0.3,2.42,85.09,0.23,24.34
18,2018-06-05 12:03,0,0.19,0,0,0.87,0.19,85.03,0.24,24.38
19,2018-06-05 12:03,0,0.71,1.01,0,0.81,1.72,85.26,0.26,24.37
20,2018-06-05 12:03,0,0.63,0,0,0.74,0.63,85.01,0.25,24.43
21,2018-06-05 12:03,0,0.35,0.32,0,0.61,0.66,85.12,0.24,24.33
22,2018-06-05 12:03,0,0.61,0.11,0,0.79,0.72,84.72,0.24,24.44
23,2018-06-05 12:03,1.78,0.09,0.7,0,0.36,2.57,85.31,0.25,24.54
24,2018-06-05 12:03,0.44,0.5,0,0,0.71,0.94,85.04,0.26,24.51
25,2018-06-05 12:03,0,0.22,0,0,0.71,0.22,84.51,0.25,24.74
26,2018-06-05 12:03,0,0,1.15,0,0.74,1.15,85.58,0.22,24.77
27,2018-06-05 12:03,0.15,0.07,0.31,0,0.56,0.54,85.79,0.23,24.8
28,2018-06-05 12:03,0.27,0.44,0.13,0,0.73,0.84,85.74,0.24,24.86
29,2018-06-05 12:03,1.29,0.18,0,0,0.51,1.47,85.31,0.25,24.92
30,2018-06-05 12:03,0,0.15,0,0.25,0.83,0.4,85.39,0.24,24.99
31,2018-06-05 12:03,0,0,0,0.47,0.66,0.47,85.5,0.25,24.94
32,2018-06-05 12:03,1.68,0.76,0,0,0.65,2.44,85.41,0.26,25
33,2018-06-05 12:03,2.21,0.29,0,0,0.37,2.5,85.87,0.26,24.99
34,2018-06-05 12:03,0,0.03,0,0,0.75,0.03,85.55,0.24,25.05
35,2018-06-05 12:03,0.57,0.58,0,0,0.92,1.15,85.33,0.23,25.01
36,2018-06-05 12:03,0,0.04,0.28,0,0.65,0.32,85.09,0.23,25.08
37,2018-06-05 12:03,0,0,0.44,0.4,0.66,0.83,85.72,0.24,25.06
38,2018-06-05 12:03,1.06,0.24,0,0,0.53,1.3,85.32,0.27,25.09
39,2018-06-05 12:03,0,0.14,0,0,0.78,0.14,85.89,0.25,25.11
40,2018-06-05 12:03,1.06,0.31,0,0,0.61,1.37,84.91,0.25,25.18
41,2018-06-05 12:03,0,0.12,0,0,0.65,0.12,85.02,0.24,25.14
42,2018-06-05 12:03,0,0.12,1.03,0,0.56,1.15,85.41,0.26,25.19
43,2018-06-05 12:03,0,0.22,0,0,0.84,0.22,85.3,0.24,25.2
44,2018-06-05 12:03,0,0.44,0,0.06,0.7,0.5,85.59,0.23,25.3
45,2018-06-05 12:03,0.62,0,0.27,0,0.33,0.89,84.99,0.23,25.3
46,2018-06-05 12:03,0.34,0,0,0.35,0.92,0.7,85.09,0.25,25.27
47,2018-06-05 12:03,0.06,0,0,0,0.87,0.06,85.46,0.25,25.34
48,2018-06-05 12:03,0.39,0.22,0,0.25,0.51,0.86,85.65,0.27,25.35
