tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,°C
1,2018-07-17 11:41,18.28,0,0,1.15,1.43,19.43,83.95,0.28,23.89
2,2018-07-17 11:41,22.1,0,1.26,0.7,1.15,24.06,83.99,0.25,23.86
3,2018-07-17 11:41,12.72,0.64,3,0,1.29,16.36,84.51,0.26,23.96
4,2018-07-17 11:41,10.87,2.47,1.04,0.4,1.59,14.78,83.78,0,24.08
5,2018-07-17 11:41,19.9,0.49,0,0.6,1.53,20.99,84.04,0.28,24.17
6,2018-07-17 11:41,7.94,0.5,0,1.06,1.66,9.49,84.36,0.27,24.14
7,2018-07-17 11:41,8.38,0.28,0,0.81,1.47,9.47,85.04,0.26,24.25
8,2018-07-17 11:41,17.63,0,0,0.92,1.4,18.54,83.98,0.25,24.28
9,2018-07-17 11:41,6.54,0,0,0.94,1.37,7.48,85.33,0.27,24.35
10,2018-07-17 11:41,3.96,0.38,1.69,0,1.11,6.03,86.08,0.26,24.34
11,2018-07-17 11:41,3.31,0.9,0.65,0.3,1.78,5.16,84.77,0.24,24.41
12,2018-07-17 11:41,18.56,0.67,0,0.31,1.43,19.54,84.94,0.25,24.5
13,2018-07-17 11:41,20.21,0.93,0,0.15,1.51,21.29,84.06,0.26,24.52
14,2018-07-17 11:41,5.94,0.61,1.14,0,1.23,7.7,85.7,0.26,24.62
15,2018-07-17 11:41,16.42,0,0,1.17,1.58,17.58,84.94,0.24,24.57
16,2018-07-17 11:41,8.79,0.66,0.84,0.5,1.68,10.79,84.07,0.25,24.63
17,2018-07-17 11:41,11.57,0.04,4.64,0,1.22,16.26,84.58,0.25,24.65
18,2018-07-17 11:41,9.04,0.24,2.01,0.45,1.6,11.74,85.31,0.26,24.7
19,2018-07-17 11:41,20.83,1.14,0,0.56,2.03,22.53,84.83,0.27,24.75
20,2018-07-17 11:41,15.03,0,2.08,1.39,1.69,18.5,85.15,0.25,24.75
21,2018-07-17 11:41,10.11,0.06,0.63,0.99,1.65,11.79,84.96,0.24,24.78
22,2018-07-17 11:41,11.96,0.71,0,0.45,1.65,13.12,85.31,0.26,24.95
23,2018-07-17 11:41,13.54,0.34,0,0.17,1.14,14.06,85.58,0.25,24.92
24,2018-07-17 11:41,12.01,1.07,0,0.65,1.88,13.74,85.22,0.24,24.85
25,2018-07-17 11:41,5.28,0.2,0,0.83,1.52,6.31,85.95,0.25,24.94
26,2018-07-17 11:41,18.43,0.98,0,0.61,1.52,20.02,83.95,0.26,24.91
27,2018-07-17 11:41,14.04,0.65,0,0.76,1.56,15.45,85.16,0.25,25.03
28,2018-07-17 11:41,8.95,0,1.3,1.45,1.77,11.71,85.34,0.25,25.04
29,2018-07-17 11:41,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2018-07-17 11:41,6.26,0.78,2.28,0,1.18,9.32,86.31,0.26,25.14
31,2018-07-17 11:41,3.83,0,0,0.95,1.38,4.78,85.82,0.24,25.21
32,2018-07-17 11:41,13.6,0.56,0,0.34,1.44,14.51,85.57,0.25,25.21
33,2018-07-17 11:41,2.86,0.88,3.86,0,1.78,7.6,85.48,0.26,25.28
34,2018-07-17 11:41,10.94,0.11,0,0.71,1.23,11.76,85.47,0.27,25.21
35,2018-07-17 11:41,14.38,0.01,0,1.3,2,15.7,84.98,0.25,25.24
36,2018-07-17 11:41,14.43,0.12,0,0.74,1.73,15.29,85.53,0.26,25.24
37,2018-07-17 11:41,1.34,0.88,4.52,0,1.7,6.75,86.56,0.25,25.31
38,2018-07-17 11:41,7.59,1.29,0,0.53,2.17,9.42,85.35,0,25.25
39,2018-07-17 11:41,5.67,0.29,0,0.73,1.41,6.69,86.62,0.25,25.35
40,2018-07-17 11:41,6.58,1.6,0,0,1.51,8.18,85.47,0.25,25.28
41,2018-07-17 11:41,11.57,0,4.62,0.87,1.48,17.06,85.68,0.26,25.33
42,2018-07-17 11:41,7.62,0.18,3.82,1.11,1.66,12.72,85.84,0.26,25.39
43,2018-07-17 11:41,5.44,0.84,0,0.31,1.43,6.6,86.17,0.23,25.42
44,2018-07-17 11:41,4.84,0.2,1.52,1.3,1.7,7.85,86.58,0,25.37
45,2018-07-17 11:41,6.06,0,2.15,0.12,0.92,8.33,86.75,0.25,25.42
46,2018-07-17 11:41,6.91,0.65,0.31,0.75,1.4,8.62,85.99,0.25,25.34
47,2018-07-17 11:41,5.59,0.3,3.73,0,1.4,9.61,86.13,0.24,25.44
48,2018-07-17 11:41,11.23,0.53,0,0.5,1.53,12.26,85.97,0.25,25.56
