tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,µg/l,µg/l,µg/l,µg/l,r.u.,µg/l,%,m,°C
1,2018-06-01 13:24,1.39,0.04,0,0,0.49,1.43,85.29,0.32,24.53
2,2018-06-01 13:26,0.08,0.29,0.79,0,0.64,1.15,85.29,0,24.6
3,2018-06-01 13:27,0,0,0.22,0.13,0.72,0.35,85.21,0.31,24.72
4,2018-06-01 13:29,0.62,0.17,0.18,0,0.71,0.98,84.61,0.3,24.81
5,2018-06-01 13:31,1.65,0,0,0.29,0.46,1.93,84.51,0.3,24.83
6,2018-06-01 13:33,0.52,0.29,0.09,0,0.56,0.9,85.28,0,24.98
7,2018-06-01 13:34,1.07,0.24,0.12,0,0.55,1.42,84.99,0.31,24.93
8,2018-06-01 13:36,0,0.02,0.46,0.04,0.65,0.52,84.74,0.32,24.94
9,2018-06-01 13:38,0.61,0.25,0,0,0.65,0.87,85.57,0.32,25.03
10,2018-06-01 13:39,0,0.56,0.04,0,0.67,0.6,85.58,0.29,24.95
11,2018-06-01 13:41,0,0,0,0.23,0.83,0.23,84.65,0.31,25.1
12,2018-06-01 13:44,0.72,0.17,0,0,0.73,0.89,85.07,0.32,25.2
13,2018-06-01 13:46,1.6,0.07,0,0,0.41,1.66,85.39,0.32,25.21
14,2018-06-01 13:48,0,0.16,0,0.13,0.65,0.28,85.6,0.3,25.31
15,2018-06-01 13:50,0,0.72,0,0,0.74,0.72,85.59,0.31,25.27
16,2018-06-01 13:51,0.7,0.14,0,0,0.76,0.84,86.16,0.31,25.31
17,2018-06-01 13:53,0,0.24,0,0,0.69,0.24,85.04,0.31,25.3
18,2018-06-01 13:55,0,0.26,0,0,0.7,0.26,85.69,0.31,25.33
19,2018-06-01 13:56,0,0.05,0,0,0.81,0.05,85.68,0.32,25.31
20,2018-06-01 13:58,1.66,0.1,0,0,0.35,1.76,85.57,0.32,25.4
21,2018-06-01 14:00,0,0.32,0.12,0.1,0.58,0.54,86.01,0.31,25.46
22,2018-06-01 14:02,2.07,0,0,0,0.53,2.07,85.8,0.32,25.45
23,2018-06-01 14:04,1.01,0,0.16,0,0.6,1.17,84.94,0.32,25.56
24,2018-06-01 14:05,0.47,0,0.39,0,0.48,0.86,85.64,0.31,25.53
25,2018-06-01 14:25,0.83,0,0,0,0.6,0.83,84.94,0.31,26.07
26,2018-06-01 14:27,0.8,0.32,0.45,0,0.66,1.58,85.2,0.3,26.25
27,2018-06-01 14:28,0,0.39,0.86,0.09,0.75,1.34,85.73,0.3,26.17
28,2018-06-01 14:29,0.9,0.16,0,0.31,0.52,1.38,85.23,0.29,26.11
29,2018-06-01 14:30,0.6,0.1,0,0.13,0.45,0.83,85.63,0.3,26.28
30,2018-06-01 14:32,0.39,0,0,0,0.57,0.39,86.38,0.32,26.13
31,2018-06-01 14:33,0,0.09,1.36,0,0.51,1.44,85.72,0.29,26.29
32,2018-06-01 14:35,0.56,0.67,0,0,0.75,1.23,86.33,0,26.17
33,2018-06-01 14:36,1.01,0.16,0,0,0.53,1.16,85.2,0.3,26.18
34,2018-06-01 14:38,0,0.05,0,0.42,0.41,0.47,86.04,0.3,26.22
35,2018-06-01 14:40,1.16,0.14,0,0.38,0.57,1.68,84.98,0.3,26.2
36,2018-06-01 14:41,1.77,0,0.45,0.11,0.39,2.34,84.94,0.3,26.22
37,2018-06-01 14:43,0,0.15,0.62,0,0.75,0.77,85.27,0.31,26.19
38,2018-06-01 14:44,1.05,0.44,0.13,0.07,0.49,1.69,85.55,0.31,26.28
39,2018-06-01 14:47,0.23,0,0,0.65,0.6,0.88,85.05,0.29,26.24
40,2018-06-01 14:50,0,0,0,0.44,0.61,0.44,85.5,0.3,26.25
41,2018-06-01 14:51,0.49,0,0,0.19,0.58,0.68,85.86,0.3,26.18
42,2018-06-01 14:54,0,0.65,0.84,0,0.6,1.48,85.26,0.31,26.18
43,2018-06-01 14:55,1.64,0.04,0,0,0.57,1.68,86.14,0,26.26
44,2018-06-01 14:57,0.33,0,0.53,0,0.72,0.85,85.07,0.3,26.26
45,2018-06-01 14:58,0,0.47,0.68,0,0.52,1.15,84.89,0.31,26.24
46,2018-06-01 14:59,2.64,0,1.03,0.21,0.84,3.89,84.89,0.3,26.22
47,2018-06-01 15:00,1.2,0,1.02,0,0.5,2.22,85.07,0.3,26.3
48,2018-06-01 15:02,1.77,0.08,0,0,0.42,1.85,86.37,0.29,26.23
