tank,Date/Time,Green Algae,Bluegreen,Diatoms,Cryptophyta,Yellow substances,Total conc.,Transmission,Depth,Temp. Sample
,date,?g/l,?g/l,?g/l,?g/l,r.u.,?g/l,%,m,?C
1,2018-07-03 16:02,13.06,0.07,0,0.41,1.21,13.55,86.46,0.3,24.26
2,2018-07-03 16:02,6.13,0.14,0.73,0.57,1.37,7.57,86.52,0.3,24.3
3,2018-07-03 16:02,10.58,0,3.4,0.03,1.23,14,86.36,0.3,24.5
4,2018-07-03 16:02,16.37,0,0.86,0.58,1.3,17.82,85.6,0.27,25
5,2018-07-03 16:02,7.71,0.39,0,0.06,1.1,8.15,85.37,0.28,25.09
6,2018-07-03 16:02,11.44,0,0,0.58,1.12,12.01,85.63,0.29,25.09
7,2018-07-03 16:02,6.09,0.27,0.72,0,1.12,7.08,86.15,0.28,25.18
8,2018-07-03 16:02,6.72,0.31,0.08,0.22,1.13,7.33,86.85,0.28,25.1
9,2018-07-03 16:02,3.96,0.17,4.29,0,1.31,8.42,86.72,0.29,25.21
10,2018-07-03 16:02,9.03,0,1.8,0.37,1.14,11.2,87.04,0.27,25.31
11,2018-07-03 16:02,8.7,0.02,1.96,0.35,1.19,11.03,86.18,0.29,25.25
12,2018-07-03 16:02,8.81,0.33,0,0.81,1.43,9.95,86.2,0.28,25.25
13,2018-07-03 16:02,9.51,0.43,0,0.25,1,10.18,86.47,0.28,25.53
14,2018-07-03 16:02,4.19,0,2.26,0,0.7,6.44,86.88,0.28,25.41
15,2018-07-03 16:02,5.41,0.72,0,0.04,1.19,6.16,86.21,0.29,25.49
16,2018-07-03 16:02,3.43,1.2,1.75,0,1.14,6.38,85.83,0.28,25.48
17,2018-07-03 16:02,3.41,0.46,0.31,0.53,1.14,4.71,86.34,0.28,25.52
18,2018-07-03 16:02,5.03,0.79,0,0.16,1.22,5.99,86.2,0.26,25.62
19,2018-07-03 16:02,7.1,0.73,0,0.14,1.27,7.98,86.07,0.29,25.62
20,2018-07-03 16:02,6.12,0.24,0,0.4,1.09,6.75,87.16,0.29,25.67
21,2018-07-03 16:02,12.16,0,27.87,0,2.72,40.03,84.56,0.27,25.69
22,2018-07-03 16:02,9.59,0,4.73,0.03,1.32,14.35,86.29,0.27,25.64
23,2018-07-03 16:02,5.77,0,7.82,0,1.43,13.58,86.55,0.27,25.76
24,2018-07-03 16:02,9,0,10.57,0.07,1.72,19.64,85.42,0.28,25.76
25,2018-07-03 16:02,12.87,0,7.69,0,1.13,20.56,86.74,0.28,25.71
26,2018-07-03 16:02,9.82,0.44,0,0.25,1.29,10.51,84.73,0.28,25.84
27,2018-07-03 16:02,12.55,0,1.31,0.53,1.22,14.39,85.9,0.27,25.77
28,2018-07-03 16:02,5.44,0.24,3.7,0.09,1.07,9.46,86.68,0.27,25.79
29,2018-07-03 16:02,6.57,0,1.93,0.15,0.87,8.65,87.32,0.27,25.88
30,2018-07-03 16:02,5.43,0.34,1.85,0.05,1.13,7.66,86.65,0.28,25.82
31,2018-07-03 16:02,2.39,0.61,0,0.47,1.05,3.46,86.62,0.29,25.77
32,2018-07-03 16:02,6.38,0.04,1.65,0.3,1.12,8.37,86.8,0.27,25.86
33,2018-07-03 16:02,1.94,0.38,0,0.11,1.04,2.43,86.58,0.28,25.87
34,2018-07-03 16:02,2.54,0.59,1.2,0.11,0.97,4.44,86.29,0.26,25.85
35,2018-07-03 16:02,5.35,0.67,0,0,1.23,6.03,85.8,0.27,25.9
36,2018-07-03 16:02,5.42,0.56,0.94,0.23,1.07,7.14,86.38,0.28,26.01
37,2018-07-03 16:02,8.52,0,1.45,0.43,1.17,10.4,86.91,0.27,25.96
38,2018-07-03 16:02,8.44,0,1.47,0.78,1.28,10.68,85.88,0.29,25.9
39,2018-07-03 16:02,4.47,0,2.11,0.37,1.06,6.95,87.22,0.27,25.98
40,2018-07-03 16:02,2.46,1.02,0.42,0,1.28,3.91,86.05,0.27,26.13
41,2018-07-03 16:02,3.29,0.23,0,0.44,0.84,3.96,87.12,0.27,25.97
42,2018-07-03 16:02,1.6,0.07,0,0.67,0.98,2.34,86.91,0.28,26.13
43,2018-07-03 16:02,3.83,0.56,2.68,0,1.24,7.06,86.34,0.29,26.17
44,2018-07-03 16:02,6.09,0.63,1.53,0.22,1.28,8.46,87.13,0.27,26.17
45,2018-07-03 16:02,5.74,0,0.4,0.46,0.97,6.6,87.07,0.27,26.16
46,2018-07-03 16:02,10.32,0,17.72,0,1.71,28.04,84.92,0.27,26.22
47,2018-07-03 16:02,6.68,0,2.33,0.6,1.09,9.61,83.69,0.27,26.2
48,2018-07-03 16:02,9.38,0,1.89,1.35,1.72,12.63,85.78,0.26,26.25
