tank,week_number,temp,wattage,metacommunity,dispersal,ln_GPP_umol_L_h,benthic_chla_g_L,periphyton_chla_g_L,phytoplankton_chla_g_L,cyanobacteria_ugL,cryptophytes_ugL,diatoms_ugL,chlorophytes_ugL,total_fluoro_g_chla_L,total_fluoro_ug_C_L,ln_fluoro_ug_C_L,zoop_raw_g_L,ln_zoop_ug_L,volume,temp_K,inv_kT,inv_kTc,flowcam_particles_mL,diameter_mean,diameter_min,diameter_max,diameter_stdev,volume_mean,volume_min,volume_max,volume_stdev,carbon_g,X0_5um,X5_10um,X10_15um,X15_20um,X20_25um,X25_30um,X30_35um,X35_40um,prop_inedible,totalN,slope_size_spectra,CTMI_scaled,CPTI_scaled,ln_gpp_corr,sample_date
39,8,27.20930556,100,10,high,2.71399257,0.011704837,4.49e-05,0.0004768,1.52,1.03,0,38.29,4.08e-05,2042,3.310055738,0.00182,6.708084084,735.2352736,300.3593056,38.62350145,0.338473609,4376,6.87,2.11,17.09,4.04,171,0.8,2613,485.3,1.85e-05,13446.18,3993.108,1446.483,733.428,733.428,0,0,0,0,1.631682327,-1.416849923,0.87250299,NA,-0.596063168,8/8/18
40,8,26.50631944,0,10,high,2.464534429,0.007622641,0.000186561,0.0003678,0.22,0.35,0,23.56,2.41e-05,1206.5,3.081527326,0.00324,7.284820913,659.301801,299.6563194,38.71411121,0.247863855,28575,6.78,1.33,23.57,5.1,126.9,0.6,6856.6,666.9,1.78e-05,10459.21,1553.224,137.786,137.786,75.156,175.364,0,0,17536.4,0.412333936,-2.033891069,0.805750055,NA,-0.616992897,8/8/18
41,8,25.41013889,0,11,none,NA,0.004708198,0.000166552,0.0002716,0.11,0.89,0,12.01,1.3e-05,650.5,2.813247301,0.00153,6.534515318,539.1877969,298.5601389,38.85625227,0.105722791,11505,9.44,2.31,28.99,6.34,349,0.8,6483.6,1045,4.8e-05,4228.62,1005.899,480.525,172.989,262.687,217.838,0,0,21783.8,0.493506247,-1.323011021,0.69848565,NA,NA,8/8/18
42,8,26.89979167,100,11,none,2.301383662,0.00532616,0.000186712,0.0002772,0.5,0.12,1.52,7.65,9.79e-06,489.5,2.689752696,0.00339,7.330077504,669.4809539,300.0497917,38.66334321,0.298631854,3286,8.63,1.97,21.41,6.85,534.7,0.8,5141,1425.3,3.67e-05,3056.822,1017.356,114.096,114.096,337.534,114.096,0,0,11409.6,0.537010881,-1.364426741,0.842913865,NA,-0.388369034,8/8/18
43,8,29.625625,300,11,none,2.366507739,0.009908524,0.000564764,0.0001602,0.4,0.66,0,3.94,5e-06,250,2.397940009,0.00143,6.466922027,789.7104902,302.775625,38.31526423,0.646710831,4460,7.89,2.32,30.09,7,395.7,0.8,14260.8,1934.4,2.8e-05,1297.996,629.972,73.99,38.052,38.052,0,0,38.052,3805.2,0.861482054,-1.551093829,0.892804922,NA,-0.03143227,8/8/18
44,8,28.40340278,200,11,none,2.540723619,0.007976328,0.000412035,9.38e-05,0.59,1.22,0,2.85,4.66e-06,233,2.367355921,0.0036,7.390181428,803.3292943,301.5534028,38.47055933,0.491415726,9871,6.48,2.4,17.83,4.42,61,0.6,2965.9,291.2,1.55e-05,1342.48,159.856,24.832,24.832,0,0,0,0,0,2.448000101,-2.192129448,0.9886954,NA,0.173367698,8/8/18
45,8,27.36,100,12,low,2.50975585,0.005935845,0.000154271,0.0002318,0.95,0,0.46,7.71,9.12e-06,456,2.658964843,0.00045,5.310739887,628.7643424,300.51,38.60413322,0.357841839,9383,4.64,2.82,12.11,1.32,184.1,0.6,7530.4,1030,5.7e-06,3873.6,249.632,34.432,0,0,107.6,0,0,10760,1.205210514,-1.684722683,0.896552567,NA,-0.149208993,8/8/18
46,8,28.37034722,200,12,low,2.642846746,0.008518797,0.000194375,0.0003772,7.94,0.58,0,16.77,2.53e-05,1264.5,3.101918834,0.00139,6.43855133,751.1238784,301.5203472,38.47477685,0.487198213,61851,NA,NA,NA,NA,43.8,0.7,603.1,59.8,NA,5092.38,3671.874,89.34,8.934,0,0,0,0,0,1.456442163,-3.108657793,0.980901365,NA,-0.459072088,8/8/18
47,8,26.38958333,0,12,low,2.370808273,0.007804957,0.000142997,0.0001224,1.06,0.69,0,9.52,1.13e-05,563.5,2.75089392,0.0014,6.445719819,608.4060366,299.5395833,38.72919881,0.23277625,6793,5.83,2.79,23.7,5.98,284.6,0.8,6968.4,1147.6,1.13e-05,3717.828,858.351,213.318,71.106,71.106,71.106,71.106,0,14221.2,0.480359444,-1.714896423,0.805014922,NA,-0.380085647,8/8/18
48,8,29.82604167,300,12,low,2.649145693,0.014666797,3.22e-05,0.000381,0.31,0.94,0,12.99,1.42e-05,712,2.852479994,0.00602,7.904334842,837.3763047,302.9760417,38.28991893,0.672056127,11203,6.14,3.53,20.39,5.51,140,0.8,4441.4,600.6,1.32e-05,5134.389,1552.096,48.503,0,194.012,0,0,0,0,1.291825923,-1.843151528,0.856975964,NA,-0.203334301,8/8/18
1,10,22.85125,100,1,high,2.677720124,0.010772683,0.000130939,0.000253,2.037333333,0.866666667,0,20.122,2.42e-05,1151.3,3.061188505,3e-04,4.905274778,557.5102721,296.00125,39.19215907,-0.230184007,18605,4.78,1.54,22.96,3.58,134.1,0.6,6335.2,622.9,6.23e-06,8468.01,1672.164,289.413,53.595,85.752,53.595,0,0,5359.5,2.411191688,-2.278158682,NA,NA,-0.383468381,8/22/18
2,10,23.62902778,200,1,high,2.819036631,0.010840068,0.000620176,0.0005608,1.043333333,0.241333333,0,41.044,4.85e-05,2116.433333,3.325604593,0.0068,8.026170195,435.3604373,296.7790278,39.08944699,-0.12747193,33670,5.81,1.36,22,6.05,181.1,0.8,5572.4,562.1,1.12e-05,10101.271,9272.225,1941.713,152.719,305.438,43.634,0,0,4363.4,1.899624564,-2.233389793,NA,NA,-0.506567962,8/22/18
3,10,21.79631944,0,1,high,2.443708003,0.005629341,0.000220338,0.0002824,2.354666667,0.410666667,0,14.92666667,1.71e-05,884.6000002,2.946746935,0.0069,8.040768994,735.2352736,294.9463194,39.33233714,-0.370362079,30229,3.03,1.09,17.81,5,32.1,0.7,2957.4,180.4,1.59e-06,7323.446,389.207,127.088,63.544,39.715,0,0,0,0,2.890338695,-2.384287186,NA,NA,-0.503038932,8/22/18
4,10,24.58333333,300,1,high,2.823760019,0.001881859,0.000180643,0.0005974,1.676,0.104,0,34.78,4.18e-05,1828,3.261976191,0.0079,8.176110342,476.0770489,297.7333333,38.96415609,-0.002181034,17688,4.25,1.48,15.99,1.87,66,0.8,2141.4,165.2,4.38e-06,12514.345,5157.315,739.4,0,73.94,0,0,0,0,2.503749565,-2.28081264,NA,NA,-0.438216172,8/22/18
5,10,23.81166667,200,2,none,2.688109201,0.004480724,0.000496957,0.0004544,0.511333333,0.973333333,0,37.96,4.73e-05,1972.233333,3.294958295,9e-04,6.003887067,547.3311192,296.9616667,39.065406,-0.103430937,2419,2.84,1.54,4.73,0.79,13.2,0.9,55.4,11.6,1.31e-06,18910.008,1313.195,0,0,0,0,0,0,0,2.379055017,NA,NA,NA,-0.606849094,8/22/18
6,10,24.68777778,300,2,none,2.635761255,0.010229192,0.001539632,0.0001174,0.705333333,0.672666667,0,4.756666667,9.24e-06,306.7333334,2.486760974,0.0024,6.98471632,506.6145076,297.8377778,38.95049231,0.011482746,12237,3.37,1.4,11.55,2.87,27,0.76,805.8,93.2,2.18e-06,2306.104,196.427,15.306,33.163,0,0,0,0,0,3.817153423,-2.493471979,NA,NA,0.149000281,8/22/18
7,10,22.89479167,100,2,none,2.671560491,0.005641907,5.85e-05,0.0002692,1.131333333,0.037333333,0,31.33466667,3.48e-05,1625.166667,3.210897906,0.0015,6.514712691,649.1226481,296.0447917,39.18639476,-0.224419704,9767,5.11,1.34,15.68,3.65,76.7,0.7,2019.4,120,7.61e-06,11321.32,4794.912,349.629,0,133.192,0,0,0,0,1.485696563,-2.121763814,NA,NA,-0.539337415,8/22/18
8,10,22.09326389,0,2,none,2.517706797,0.007846536,0.000375049,0.00027,0.074666667,0.061333333,4.350666667,17.39133333,1.87e-05,1093.9,3.038977622,0.0025,7.025538315,618.5851895,295.2432639,39.29277817,-0.33080311,5398,5.56,1.36,22.49,5.58,259.3,0.8,5952.6,1012.7,9.81e-06,8276.8,1780.8,492.8,168,324.8,168,0,0,16800,1.847394638,-1.677176997,NA,NA,-0.521270825,8/22/18
9,10,21.84993056,0,3,low,2.289054784,0.002399713,0.000209978,0.000104,0.407333333,0.046666667,1.672666667,3.664666667,9.5e-06,289.5666667,2.461748567,0.0018,6.697034248,723.8862701,294.9999306,39.32518917,-0.363214109,6798,3.81,1.4,15.73,4.79,57.1,0.8,2039.4,226.4,3.16e-06,2084.39,560.349,32.484,32.484,0,0,0,0,0,4.904943521,-2.325891704,NA,NA,-0.172693783,8/22/18
10,10,22.99569444,100,3,low,2.50179797,0.007707072,0.000300786,0.000172,1.118,0.166,0,15.934,1.59e-05,860.9,2.934952708,0.0027,7.102499356,608.4060366,296.1456944,39.17304317,-0.211068114,5939,9.33,2.72,19.75,3.21,178,0.7,4035.9,671.9,4.63e-05,7351.092,448.857,220.194,110.097,220.194,110.097,0,0,11009.7,1.49297738,-1.690347037,NA,NA,-0.433154738,8/22/18
11,10,25.03176136,300,3,low,2.828040313,0.015249632,0.00068919,0.000109,0.768,0.502666667,0,22.00866667,2.48e-05,1163.966667,3.065940543,0.0028,7.138867,404.8229786,298.1817614,38.90555888,0.056416178,8283,4.17,1.22,21.69,6.24,153.3,0.7,5345.5,679.8,4.14e-06,8945.676,1990.53,444.942,105.381,105.381,105.381,0,0,10538.1,1.611685185,-2.063858761,NA,NA,-0.23790023,8/22/18
12,10,23.93313763,200,3,low,2.870788168,0.012709349,0.000298271,0.0001446,1.942666667,0.082666667,0,38.682,4.51e-05,2035.366667,3.308642658,0.0024,6.98471632,476.0770489,297.0831376,39.04943299,-0.087457926,23469,4.38,1.14,20.85,1.94,56.2,0.8,4746.1,254.1,4.79e-06,14246.001,6002.644,164.456,246.684,102.785,0,0,0,0,1.704793454,-2.395630903,NA,NA,-0.43785449,8/22/18
13,10,24.56020833,300,4,none,2.943524854,0.004726553,0.001054999,0.00057,1.501333333,0.396666667,0,29.67266667,4.02e-05,1578.533334,3.198253757,0.0021,6.851184927,486.2562018,297.7102083,38.96718268,-0.005207621,21686,5.04,1.14,23.31,6.82,164.4,0.6,6631.6,749.8,7.31e-06,11001.448,3756.592,631.36,63.136,220.976,110.488,0,0,11048.8,1.862787615,-2.129183503,NA,NA,-0.254728903,8/22/18
14,10,21.22145833,0,4,none,2.541104586,0.007655329,0.000666726,0.0001446,0,1.042666667,0.494666667,17.538,1.54e-05,953.7666667,2.97944214,0.0015,6.514712691,638.9434952,294.3714583,39.409147,-0.447171941,6564,4.33,1.98,10.54,2.28,31.1,0.8,612.6,96.3,4.63e-06,8544.224,679.328,344.448,0,0,0,0,0,0,1.513855821,-2.045128244,NA,NA,-0.438337554,8/22/18
15,10,23.6525,200,4,none,2.74654237,0.009166218,0.000314252,0.0006296,1.426666667,0.442666667,0,33.51933333,4.92e-05,1769.433333,3.247834204,0.0011,6.204557763,547.3311192,296.8025,39.08635565,-0.124380594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.404672929,NA,NA,NA,-0.501291834,8/22/18
16,10,22.34333333,100,4,none,2.414490307,0.004611652,0.000406703,0.0001426,0,0.676,1.230666667,15.356,1.64e-05,863.1333334,2.936077889,0.001,6.109247583,649.1226481,295.4933333,39.25952557,-0.297550505,13674,3.68,0.97,17.62,2.53,89.6,0.8,2864.19,353.9,2.84e-06,6540.268,1842.452,96.052,148.444,52.392,52.392,0,0,5239.2,1.40097961,-2.194645344,NA,NA,-0.521587582,8/22/18
17,10,21.66861111,0,5,low,2.272757461,0.015259565,0.000194714,7.34e-05,0.320666667,0,0.342666667,10.28066667,9.01e-06,547.2000002,2.738146089,7e-04,5.752572639,780.6312874,294.8186111,39.34937496,-0.387399901,23972,3.49,1.05,23.08,3.21,155.7,0.6,6436.1,692,2.43e-06,4311.552,937.538,145.964,129.122,16.842,56.14,16.842,0,7298.2,1.367521056,-2.187594914,NA,NA,-0.465388628,8/22/18
18,10,22.56625,100,5,low,2.280518985,0.015238411,0.0005603,8.48e-05,0.502666667,0.082666667,2.071333333,10.03133333,1.11e-05,634.3999999,2.802363174,0.0016,6.579251212,638.9434952,295.71625,39.22993097,-0.26795591,22875,5.6,1.42,24.97,5.65,278,0.8,11065,1088.2,1e-05,3946.32,1440.72,319.464,194.184,150.336,106.488,43.848,0,15033.6,1.734985909,-1.700740939,NA,NA,-0.521844189,8/22/18
19,10,24.77097222,300,5,low,2.88090946,0.006267468,0.000450046,NA,3.240666667,0.113333333,0,40.72733333,4.78e-05,2204.066667,3.343224727,0.0014,6.445719819,506.6145076,297.9209722,38.93961539,0.022359673,95519,3.96,1.18,23.55,2.02,68.5,0.8,6842.03,366.5,3.54e-06,15497.82,5822.505,129.87,21.645,108.225,21.645,0,0,2164.5,1.485359552,-2.924015675,NA,NA,-0.462315267,8/22/18
20,10,23.78729167,200,5,low,2.637638073,0.004950581,0.000671821,0.000261,3.319333333,0.598,2.366666667,14.97066667,1.85e-05,1062.733334,3.026424303,0.0024,6.98471632,465.897896,296.9372917,39.0686128,-0.10663774,18096,3.97,1.33,19.25,6.38,37,0.8,3719.7,247.2,3.57e-06,7981.437,976.212,0,36.156,36.156,0,0,0,0,1.164065456,-2.634211813,NA,NA,-0.38878623,8/22/18
21,10,23.19083333,100,6,high,2.596228928,0.015596167,0.000125558,7.6e-05,0.849333333,0.400666667,0,22.22266667,2.5e-05,1173.633334,3.069532436,5e-04,5.416100402,557.5102721,296.3408333,39.14724793,-0.18527287,40423,3.64,0.88,21.91,6.66,68.8,0.8,5504.86,327.6,2.75e-06,8036.92,3392.053,248.199,23.638,47.276,23.638,0,0,2363.8,2.954286859,-2.70382234,NA,NA,-0.473303508,8/22/18
22,10,24.27506944,200,6,high,2.61274774,0.004459263,0.000503102,0.0002564,0.639333333,0.018666667,0,25.338,2.41e-05,1299.8,3.113876533,0.0021,6.851184927,516.7936605,297.4250694,39.00454019,-0.042565129,33799,5.1,0.99,21.58,6.75,101.5,0.8,5261.3,482.8,7.57e-06,8506.088,4428.011,215.344,67.295,161.508,0,0,0,0,1.800272983,-2.237719253,NA,NA,-0.501128793,8/22/18
23,10,21.84368056,0,6,high,2.465020757,0.014407789,0.001743659,0.0003626,0.13,0.792,0.14,20.926,2.39e-05,1099.4,3.041155733,0.0015,6.514712691,659.301801,294.9936806,39.32602235,-0.364047288,20805,4.72,1.2,21.46,3.02,113.4,0.8,5173.2,542.4,6e-06,8045.19,2610.765,380.97,0,123.255,44.82,0,0,4482,1.606833497,-2.154081527,NA,NA,-0.576134976,8/22/18
24,10,25.71395833,300,6,high,2.762180484,0.011184348,NA,9.74e-05,1.174,0.14,0,14.29733333,1.39e-05,780.5666665,2.892410001,0.0026,7.064759028,358.8336946,298.8639583,38.81675174,0.145223321,65284,4.2,1.45,19.82,6.33,60.9,0.8,4074.9,279.5,4.23e-06,5424.972,1998.274,98.774,7.598,37.99,0,0,0,0,1.114851682,-2.824938766,NA,NA,-0.130229517,8/22/18
25,10,24.19243056,200,7,low,2.793299296,0.024208511,0.000224461,0.0001782,1.912,0.366666667,0,23.14533333,2.72e-05,1271.2,3.104213884,0.0012,6.29156914,516.7936605,297.3424306,39.01538052,-0.053405464,34234,4.22,1.22,20.99,6.79,87.3,0.8,4840.2,398.3,4.29e-06,7718.37,4259.26,196.96,24.62,86.17,24.62,0,0,2462,5.634231631,-2.602992587,NA,NA,-0.310914588,8/22/18
26,10,25.19034722,300,7,low,2.915265225,0.015425725,0.001544434,0.0002046,1.773333333,1.176666667,0,23.108,2.8e-05,1302.9,3.114911084,0.0011,6.204557763,350.2900352,298.3403472,38.88487824,0.077096825,17737,4.88,2.98,19.51,6.28,59.8,0.8,3887.93,343.2,6.63e-06,9925.89,2118.18,110.835,49.26,110.835,0,0,0,0,1.851702113,-2.456689536,NA,NA,-0.199645859,8/22/18
27,10,23.41326389,100,7,low,2.729728101,0.014318177,0.000728238,0.0003274,1.979333333,0.308666667,0,26.206,3.2e-05,1424.7,3.153723424,4e-04,5.192956851,557.5102721,296.5632639,39.11788642,-0.155911363,45554,5.08,1.84,21.87,6.97,137.6,0.8,5479.4,530.1,7.48e-06,7302.464,5880.992,334.464,195.104,97.552,41.808,0,0,4180.8,1.578329429,-2.260013072,NA,NA,-0.423995323,8/22/18
28,10,22.31770833,0,7,low,2.373430974,0.01430301,0.000420141,0.0001132,0.734,0.056,0,14.51933333,8.55e-06,765.4666665,2.883926283,0.0025,7.025538315,659.301801,295.4677083,39.26293042,-0.300955362,29415,3.62,1.4,22.07,6.12,87.2,0.8,5629.58,576.7,2.71e-06,7091.36,470.188,0,0,100.204,23.124,0,0,2312.4,1.168819972,-2.174091773,NA,NA,-0.510495309,8/22/18
29,10,22.32243056,100,8,high,2.242941183,0.013540013,0.000573334,0.0002612,1.462666667,0.095333333,0,32.62133333,3.81e-05,1708.966667,3.232733592,0.0013,6.371611847,659.301801,295.4724306,39.26230292,-0.300327863,48335,3.88,1.13,12.53,1.52,35.8,0.8,722.3,67.4,3.33e-06,12274.596,4698.327,312.066,0,0,0,0,0,0,3.227468424,-2.05777011,NA,NA,-0.989792409,8/22/18
30,10,23.66631944,200,8,high,2.477049194,0.009953483,0.000765596,0.000298,1.162666667,0.109333333,0,40.98133333,4.35e-05,2112.666667,3.32483098,0.00221,6.902240098,598.2268837,296.8163194,39.08453584,-0.122560777,29819,4.44,1.45,19.37,2.44,69.3,0.8,3803.5,231.7,4.99e-06,11431.875,9210.825,1023.425,65.325,65.325,0,0,0,0,6.925700411,-2.569611612,NA,NA,-0.847781786,8/22/18
31,10,21.25902778,0,8,high,2.255642012,0.018008387,0.000620011,0.0001398,0.164,0.434666667,0,18.52866667,1.6e-05,956.3666669,2.980624431,6e-04,5.598421959,780.6312874,294.4090278,39.40411801,-0.442142951,27738,3.58,1.25,22.77,1.93,52.6,0.8,6178.6,347.8,2.62e-06,7439.015,2197.219,88.677,29.559,29.559,29.559,0,0,2955.9,5.668671493,-2.645189718,NA,NA,-0.724982419,8/22/18
32,10,24.93423611,300,8,high,2.671336075,0.012443337,0.000277982,0.0001016,0.596,0.591333333,0,29.60466667,2.97e-05,1539.6,3.187407902,0.0023,6.942156706,496.4353547,298.0842361,38.91828775,0.043687312,40606,4.34,1.19,20.06,5.51,72.5,0.8,4226.7,279.5,4.66e-06,8501.76,6518.016,582.528,94.464,62.976,0,0,0,0,2.526329143,-2.387160992,NA,NA,-0.516071827,8/22/18
33,10,21.36347222,0,9,none,2.357809574,0.010767157,0.000215649,0.000332,0.496666667,0.237333333,0.061333333,17.21866667,1.89e-05,900.7000002,2.954580163,3e-04,4.905274778,746.584277,294.5134722,39.39014398,-0.428168918,15237,4.92,1.57,22.67,4.79,251.2,0.8,6102.4,810.6,6.8e-06,6969.897,1175.424,284.673,284.673,394.869,73.464,0,0,7346.4,1.709441947,-1.666994051,NA,NA,-0.596770589,8/22/18
34,10,22.60923611,100,9,none,2.564357597,0.006739674,0.00103519,0.0001632,0.042666667,0.08,4.368,20.188,2.14e-05,1233.933333,3.091291696,4e-04,5.192956851,573.0389176,295.7592361,39.22422923,-0.26225417,11017,3.68,0.43,21.33,3.62,128.8,0.8,5078.3,676.2,2.84e-06,10446.339,1713.555,88.851,0,177.702,177.702,0,0,17770.2,4.337526428,-1.85318955,NA,NA,-0.526934099,8/22/18
35,10,25.18395833,300,9,none,2.901294847,0.011935271,0.000145955,0.0006276,3.110666667,0.601333333,0,33.418,4e-05,1856.5,3.268694954,0.0011,6.204557763,465.897896,298.3339583,38.88571096,0.076264097,53026,3.32,1.81,25.14,8.7,41.2,0.8,8322.58,367.7,2.09e-06,15358.464,2186.448,124.432,35.552,53.328,35.552,0,0,3555.2,1.212383353,-2.770618544,NA,NA,-0.367400107,8/22/18
36,10,23.985,200,9,none,2.571021325,0.010146105,0.000685359,0.0002308,0.790666667,0.022666667,0.615333333,17.19866667,1.78e-05,931.3666669,2.969120691,0.0023,6.942156706,598.2268837,297.135,39.04261724,-0.080642182,11345,3.99,1.34,20.14,3.88,83.7,0.7,4275.9,522.3,3.62e-06,8566.74,649.566,0,0,197.694,0,0,0,0,2.873591763,-1.714620299,NA,NA,-0.398099366,8/22/18
37,10,24.24756944,200,10,high,2.64166081,0.015557842,0.001076046,0.0002288,1.498,0.375333333,0,24.53933333,2.81e-05,1320.633333,3.120782255,0.0024,6.98471632,537.1519663,297.3975694,39.00814689,-0.046171832,17682,4.37,1.38,19.48,2.75,77.9,0.8,3868.1,319.7,4.76e-06,9004.5,3171.15,574.2,117.45,52.2,52.2,0,0,5220,0.8827166,-2.375753708,NA,NA,-0.479121445,8/22/18
38,10,25.16923611,300,10,high,2.829947745,0.008553727,0.000280875,0.00019,5.050666667,0.108,0,23.336,2.5e-05,1424.733333,3.153733585,0.0021,6.851184927,455.7187431,298.3192361,38.88763,0.074345065,73602,3.82,2.4,18.9,1.68,35.2,0.8,3533.6,213.5,3.18e-06,10330.033,1922.155,74.406,37.203,24.802,0,0,0,0,1.529639495,-2.959272278,NA,NA,-0.32378584,8/22/18
39,10,23.26770833,100,10,high,2.702582773,0.011112094,0.000341809,0.0001926,3.33,0.025333333,0,28.20933333,2.38e-05,1578.233333,3.198171212,0.0023,6.942156706,588.0477308,296.4177083,39.13709521,-0.175120154,76924,2.86,1.33,20.8,1.87,39.8,0.6,4709.2,314,1.33e-06,13063.432,1767.758,29.962,0,59.924,29.962,0,0,2996.2,2.888775367,-2.654084983,NA,NA,-0.495588439,8/22/18
40,10,22.00611111,0,10,high,2.463616881,0.006913537,0.000497697,0.0002172,0.274666667,1.013333333,0,17.96466667,1.72e-05,962.6333335,2.983460896,6e-04,5.598421959,638.9434952,295.1561111,39.30438042,-0.342405359,26827,4,1.14,25.66,2.78,100.2,0.8,8843.5,647.4,3.65e-06,7083.28,2201.56,143.58,28.716,57.432,28.716,0,28.716,5743.2,1.667708853,-2.338842253,NA,NA,-0.519844015,8/22/18
41,10,21.301875,0,11,none,2.457514849,0.007762815,0.000187352,0.000217,0.02,0.230666667,2.374666667,17.80733333,2.32e-05,1021.633333,3.009295054,3e-04,4.905274778,757.9332805,294.451875,39.39838411,-0.436409053,6720,4.48,1.27,28.12,4.88,341.5,0.8,11646.9,1493.9,5.13e-06,8210.66,1591.54,126.48,0,242.42,242.42,0,126.48,36890,3.695492258,-1.517451981,NA,NA,-0.551780205,8/22/18
42,10,22.75944444,100,11,none,2.478306433,0.012666017,0.000115816,0.000361,0.528666667,0.234666667,0,20.10733333,1.91e-05,1043.533333,3.018506326,7e-04,5.752572639,638.9434952,295.9094444,39.20431839,-0.242343329,21281,2.82,1.54,21.57,2.17,38.8,0.6,5255.4,374.3,1.28e-06,10174.024,352.671,42.748,0,74.809,0,0,0,0,2.033625422,-2.464851893,NA,NA,-0.540199893,8/22/18
43,10,25.35048611,300,11,none,2.611001661,0.012985678,0.000581839,0.0001888,0.746666667,0.434666667,0,4.782666667,7.26e-06,298.2000001,2.474507639,0.0029,7.17395832,476.0770489,298.5004861,38.86401736,0.0979577,3985,4.56,2.07,10.46,2.48,50.1,0.8,598.4,117.5,5.41e-06,2003.904,452.412,99.684,0,0,0,0,0,0,2.430961263,-1.781911343,NA,NA,0.136494022,8/22/18
44,10,24.09958333,200,11,none,2.39131097,0.014649183,0.000648211,4.78e-05,0.621333333,0.407333333,0.14,0.664,2e-06,91.6333333,1.962053485,0.0025,7.025538315,465.897896,297.2495833,39.02756715,-0.065592091,19475,2.65,1.15,21.5,1.86,29.3,0.8,5202.5,329.6,1.06e-06,389.532,37.752,0,0,0,1.716,0,0,171.6,3.084494852,-2.20103807,NA,NA,0.429257485,8/22/18
45,10,23.0025,100,12,low,2.416993231,0.013540868,0.001173813,8.74e-05,0.216666667,0.648666667,0.199333333,8.656,6.59e-06,486.0333334,2.686666055,0.0017,6.639875834,638.9434952,296.1525,39.17214298,-0.210167921,7423,4.74,2.68,18.39,6.04,71.4,0.8,3254.67,342.9,6.08e-06,3514.635,1039.805,98.805,0,51.755,0,0,0,0,1.864513215,-2.032127191,NA,NA,-0.269672824,8/22/18
46,10,23.91805556,200,12,low,2.901184499,0.004310978,0.000236866,0.000143,7.998666667,1.06,0,14.066,2.32e-05,1156.233333,3.063045486,0.0021,6.851184927,506.6145076,297.0680556,39.05141552,-0.089440456,25277,6.4,2,21.9,6.31,59.2,0.8,5498.87,395.3,1.5e-05,6573,728.664,142.728,22.536,22.536,22.536,0,0,2253.6,3.973203369,-2.593350287,NA,NA,-0.161860987,8/22/18
47,10,21.93097222,0,12,low,2.203402123,0.008201115,0.000260424,0.0001468,0.033333333,1.117333333,0,14.13533333,9.4e-06,764.2999998,2.883263859,0.0011,6.204557763,679.6601068,295.0809722,39.31438882,-0.352413756,10953,5.64,1.17,20.98,4.79,225.8,0.8,4833.1,694.1,1.02e-05,5547.232,911.977,429.609,218.573,376.85,52.759,0,0,5275.9,1.581740759,-1.646275356,NA,NA,-0.679861736,8/22/18
48,10,25.20486111,300,12,low,2.666604045,0.02398013,0.000669428,0.000261,0.459333333,1.294666667,0,11.07133333,1.68e-05,641.2666665,2.807038666,0.0024,6.98471632,404.8229786,298.3548611,38.88298663,0.078988435,36706,4.41,2.36,19.09,6.38,33.7,0.8,3641.8,219.3,4.89e-06,4899.975,959.85,23.7,11.85,23.7,0,0,0,0,2.195247911,-2.873557789,NA,NA,-0.140434621,8/22/18
1,12,20.64375,100,1,high,2.617527686,0.017610817,5.74e-05,0.0003686,2.73,0.08,0,29.29,3.21e-05,1605,3.205475037,0.00052,5.455321115,435.3604373,293.79375,39.48664011,-0.524665054,52404,4.79,1.12,21.32,2.7,79.59,0.6,5071.03,315.6,6.27e-06,10412.316,4638.072,373.536,31.128,124.512,0,0,0,0,1.376766471,-2.507342736,0.606220286,NA,-0.587947351,9/5/18
2,12,21.61208333,200,1,high,2.760268902,0.011833455,0.000539727,0.000528,0,0.84,0,64.04,6.49e-05,3244,3.511080846,0.00046,5.332718793,394.6438257,294.7620833,39.35692116,-0.394946098,78127,4.79,1.12,21.32,2.7,172.77,0.8,5888.1,577.8,6.27e-06,12085.62,19745.52,1497.936,170.22,510.66,34.044,0,0,3404.4,0.443208169,-2.3534793,0.328076852,NA,-0.750811944,9/5/18
3,12,19.55416667,0,1,high,2.394646103,0.013624457,0.00021285,0.0002934,0.85,0.49,0,19.16,2.05e-05,1025,3.010723865,0.00093,6.03667689,394.6438257,292.7041667,39.63362806,-0.671653002,27411,3.95,1.2,22.15,6.82,50.8,0.8,3659.9,269.7,3.52e-06,8206.17,1783.95,142.716,0,61.164,0,0,0,0,0.751901362,-2.343573487,0.131561112,NA,-0.616077762,9/5/18
4,12,22.52055556,300,1,high,2.704602113,0.025227009,0.000261896,0.0002306,0.12,1.04,0,40.11,4.13e-05,2063.5,3.314604473,0.00216,6.879355804,679.6601068,295.6705556,39.23599376,-0.274018704,103684,4.41,1.32,22.14,2.22,78.4,0.8,5679.44,331.11,4.89e-06,12930.828,7831.046,341.408,106.69,128.028,0,0,0,0,1.392090436,-2.417550319,0.43404375,NA,-0.61000236,9/5/18
5,12,21.62368056,200,2,none,2.603227846,0.013594201,0.000600743,0.0001496,0.22,1.42,0,27.89,2.95e-05,1476.5,3.169233451,0.00047,5.354224998,476.0770489,294.7736806,39.35537275,-0.393397686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.653077157,NA,NA,NA,-0.566005605,9/5/18
